event_id,event_class,terminal_label,anchor_date,profile,bucket,state,first_occurrence_date,offset_days
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,BALANCED,near_event,FLAT,2025-05-16,-6
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,BALANCED,immediate_after,FLAT,2025-05-23,1
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,BALANCED,medium_after,FLAT,2025-06-20,29
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,CONSERVATIVE,early_warning,FLAT,2025-04-24,-28
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,CONSERVATIVE,target_lead,FLAT,2025-05-08,-14
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,CONSERVATIVE,near_event,FLAT,2025-05-16,-6
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,CONSERVATIVE,immediate_after,FLAT,2025-05-23,1
P5E-2025-JUNE-NEW-HIGH,TEMPORARY_NEW_HIGH_PHASE,False,2025-05-22,CONSERVATIVE,medium_after,FLAT,2025-06-20,29
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,EARLY,early_warning,FLAT,2025-07-16,-28
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,EARLY,target_lead,FLAT,2025-07-30,-14
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,EARLY,near_event,FLAT,2025-08-07,-6
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,EARLY,immediate_after,FLAT,2025-08-14,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,EARLY,medium_after,FLAT,2025-09-11,29
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,BALANCED,early_warning,FLAT,2025-07-16,-28
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,BALANCED,target_lead,FLAT,2025-07-30,-14
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,BALANCED,near_event,FLAT,2025-08-07,-6
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,BALANCED,immediate_after,FLAT,2025-08-14,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,BALANCED,medium_after,FLAT,2025-09-11,29
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,early_warning,FLAT,2025-07-16,-28
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,target_lead,FLAT,2025-07-30,-14
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,near_event,FLAT,2025-08-07,-6
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,immediate_after,FLAT,2025-08-14,1
P5E-2025-AUG-NEW-HIGH,SECOND_WIND_NEW_HIGH_PHASE,False,2025-08-13,CONSERVATIVE,medium_after,FLAT,2025-09-11,29
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,early_warning,FLAT,2025-09-08,-28
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,target_lead,FLAT,2025-09-22,-14
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,near_event,FLAT,2025-09-30,-6
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,immediate_after,FLAT,2025-10-07,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,EARLY,medium_after,FLAT,2025-11-04,29
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,early_warning,FLAT,2025-09-08,-28
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,target_lead,FLAT,2025-09-22,-14
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,near_event,FLAT,2025-09-30,-6
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,immediate_after,FLAT,2025-10-07,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,BALANCED,medium_after,FLAT,2025-11-04,29
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,early_warning,FLAT,2025-09-08,-28
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,target_lead,FLAT,2025-09-22,-14
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,near_event,FLAT,2025-09-30,-6
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,immediate_after,FLAT,2025-10-07,1
P5E-2025-OCT-NEW-HIGH-DELEVERAGING,NEW_HIGH_DELEVERAGING_PHASE,False,2025-10-06,CONSERVATIVE,medium_after,FLAT,2025-11-04,29
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,early_warning,FLAT,2025-09-08,-28
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,target_lead,FLAT,2025-09-22,-14
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,near_event,FLAT,2025-09-30,-6
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,immediate_after,FLAT,2025-10-07,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,EARLY,medium_after,FLAT,2025-11-04,29
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,early_warning,FLAT,2025-09-08,-28
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,target_lead,FLAT,2025-09-22,-14
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,near_event,FLAT,2025-09-30,-6
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,immediate_after,FLAT,2025-10-07,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,BALANCED,medium_after,FLAT,2025-11-04,29
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,early_warning,FLAT,2025-09-08,-28
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,target_lead,FLAT,2025-09-22,-14
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,near_event,FLAT,2025-09-30,-6
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,immediate_after,FLAT,2025-10-07,1
P5E-2025-LATE-DETERIORATION,POST_DELEVERAGING_DETERIORATION,False,2025-10-06,CONSERVATIVE,medium_after,FLAT,2025-11-04,29
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,early_warning,NORMAL_BULL,2021-01-31,-28
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,early_warning,BTC_LEADERSHIP_MATURING,2021-02-08,-20
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,early_warning,LATE_BULL_ROTATION,2021-02-03,-25
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,target_lead,BTC_LEADERSHIP_MATURING,2021-02-14,-14
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,target_lead,EXHAUSTION_WATCH,2021-02-19,-9
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,near_event,EXHAUSTION_WATCH,2021-02-22,-6
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,near_event,FLAT,2021-02-23,-5
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,immediate_after,FLAT,2021-03-01,1
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,EARLY,medium_after,FLAT,2021-03-29,29
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,early_warning,NORMAL_BULL,2021-01-31,-28
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,early_warning,BTC_LEADERSHIP_MATURING,2021-02-13,-15
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,target_lead,BTC_LEADERSHIP_MATURING,2021-02-14,-14
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,near_event,EXHAUSTION_WATCH,2021-02-22,-6
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,near_event,FLAT,2021-02-23,-5
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,immediate_after,FLAT,2021-03-01,1
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,BALANCED,medium_after,FLAT,2021-03-29,29
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,early_warning,NORMAL_BULL,2021-01-31,-28
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,target_lead,NORMAL_BULL,2021-02-14,-14
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,target_lead,BTC_LEADERSHIP_MATURING,2021-02-18,-10
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,near_event,BTC_LEADERSHIP_MATURING,2021-02-22,-6
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,near_event,FLAT,2021-02-23,-5
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,immediate_after,FLAT,2021-03-01,1
P5C-2021-JAN-FEB-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-02-28,CONSERVATIVE,medium_after,FLAT,2021-03-29,29
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,EARLY,early_warning,FLAT,2021-08-24,-28
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,EARLY,target_lead,FLAT,2021-09-07,-14
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,EARLY,near_event,FLAT,2021-09-15,-6
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,EARLY,immediate_after,FLAT,2021-09-22,1
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,EARLY,medium_after,FLAT,2021-10-20,29
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,BALANCED,early_warning,FLAT,2021-08-24,-28
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,BALANCED,target_lead,FLAT,2021-09-07,-14
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,BALANCED,near_event,FLAT,2021-09-15,-6
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,BALANCED,immediate_after,FLAT,2021-09-22,1
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,BALANCED,medium_after,FLAT,2021-10-20,29
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,CONSERVATIVE,early_warning,FLAT,2021-08-24,-28
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,CONSERVATIVE,target_lead,FLAT,2021-09-07,-14
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,CONSERVATIVE,near_event,FLAT,2021-09-15,-6
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,CONSERVATIVE,immediate_after,FLAT,2021-09-22,1
P5C-2021-SEP-HIGH-VOL,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2021-09-21,CONSERVATIVE,medium_after,FLAT,2021-10-20,29
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,EARLY,early_warning,FLAT,2024-02-20,-28
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,EARLY,target_lead,FLAT,2024-03-05,-14
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,EARLY,near_event,FLAT,2024-03-13,-6
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,EARLY,immediate_after,FLAT,2024-03-20,1
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,EARLY,medium_after,FLAT,2024-04-17,29
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,BALANCED,early_warning,FLAT,2024-02-20,-28
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,BALANCED,target_lead,FLAT,2024-03-05,-14
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,BALANCED,near_event,FLAT,2024-03-13,-6
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,BALANCED,immediate_after,FLAT,2024-03-20,1
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,BALANCED,medium_after,FLAT,2024-04-17,29
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,CONSERVATIVE,early_warning,FLAT,2024-02-20,-28
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,CONSERVATIVE,target_lead,FLAT,2024-03-05,-14
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,CONSERVATIVE,near_event,FLAT,2024-03-13,-6
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,CONSERVATIVE,immediate_after,FLAT,2024-03-20,1
P5C-2024-MAR-MAY-MASKING,HIGH_VOLATILITY_NON_TOP_CONTROL,False,2024-03-19,CONSERVATIVE,medium_after,FLAT,2024-04-17,29
