date,carry_0031_return,rf_daily_return,carry_0031_excess_return,stack_0033_brrk_return,stack_0033_carry_scale,stack_0033_scaled_carry_net,stack_0033_scaled_idle_cash_return,stack_0033_combined_return,stack_0033_brrk_plus_idle_cash_return,stack_0033_incremental_sleeve_excess_return
2023-06-26,2.5204356374739236e-05,0.00014356164383561644,-0.00011835728746087721,-0.00639001847821874,6.698360000001458e-05,1.6882785256633505e-09,9.61627572602949e-09,-0.006390016789940214,-0.0063900088619430135,-7.927997200366139e-09
2023-06-27,0.00015215496476731359,0.00014219178082191782,9.963183945395766e-06,0.01402212597519914,6.698360000001458e-05,1.0191887297990044e-08,9.524517369865087e-09,0.014022136167086438,0.01402213549971651,6.673699281249572e-10
2023-06-28,6.349635366038698e-06,0.00014191780821917808,-0.00013556817285313938,-0.020037142796564877,6.698360000001458e-05,4.253214355046823e-10,9.506165698632206e-09,-0.020037142371243443,-0.02003713329039918,-9.080844263127525e-09
2023-06-29,1.9467719749630608e-05,0.00014246575342465755,-0.00012299803367502694,0.01229744259075205,6.698360000001458e-05,1.3040179526216406e-09,9.542869041097969e-09,0.012297443894770003,0.012297452133621092,-8.238851088476328e-09
2023-06-30,-4.115670022171054e-05,0.00014164383561643835,-0.0001828005358381489,0.0008108547577392322,6.698360000001458e-05,-2.75682394497157e-09,9.487814027399324e-09,0.0008108520009152872,0.0008108642455532596,-1.2244637972370894e-08
2023-07-01,0.00028393235400208197,0.00014164383561643835,0.00014228851838564362,0.0037376073301422785,6.698360000001458e-05,1.9018811227537996e-08,9.487814027399324e-09,0.0037376263489535063,0.003737616817956306,9.530997200138672e-09
2023-07-02,-8.576663858617792e-05,0.00014164383561643835,-0.00022741047420261627,0.0010177210675281767,6.698360000001458e-05,-5.7449582124023576e-09,9.487814027399324e-09,0.0010177153225699642,0.0010177305553422042,-1.5232772239801683e-08
2023-07-03,0.0003101730511916833,0.00014273972602739726,0.00016743332516428602,0.0176089543771365,6.698360000001458e-05,2.077650759180776e-08,9.561220712330847e-09,0.01760897515364409,0.01760896393835721,1.1215286879476911e-08
2023-07-04,0.00011225940560705928,0.00014273972602739726,-3.0480320420337987e-05,-0.012506785074793969,6.698360000001458e-05,7.519539121422652e-09,9.561220712330847e-09,-0.012506777555254847,-0.012506775513573256,-2.0416815909081953e-09
2023-07-05,0.00026850008104509915,0.00014273972602739726,0.00012576035501770188,-0.008505432380288114,6.698360000001458e-05,1.7985102028696415e-08,9.561220712330847e-09,-0.008505414395186085,-0.008505422819067401,8.423881316365568e-09
2023-07-06,0.00015785537502106416,0.00014328767123287673,1.4567703788187421e-05,-0.01997518363538242,6.698360000001458e-05,1.0573721298263255e-08,9.597924054796611e-09,-0.019975173061661123,-0.019975174037458365,9.757972434666436e-10
2023-07-07,-0.00015651253674946641,0.00014301369863013697,-0.0002995262353796034,0.015027042804276247,6.698360000001458e-05,-1.048377315661384e-08,9.579572383563727e-09,0.01502703232050309,0.01502705238384863,-2.0063345540177567e-08
2023-07-08,-9.020845408043554e-05,0.00014301369863013697,-0.0002332221527105725,-0.001979455268727559,6.698360000001458e-05,-6.0424870047435766e-09,9.579572383563727e-09,-0.0019794613112145637,-0.0019794456891551755,-1.5622059388307304e-08
2023-07-09,7.77169084232033e-05,0.00014301369863013697,-6.529679020693367e-05,-0.00409157052233744,6.698360000001458e-05,5.205758307057614e-09,9.579572383563727e-09,-0.004091565316579133,-0.004091560942765056,-4.373814076506114e-09
2023-07-10,9.248955163822874e-05,0.00014383561643835615,-5.1346064800127415e-05,0.008316886322808914,6.698360000001458e-05,6.195283131115807e-09,9.63462739726237e-09,0.008316892518092044,0.008316895957436312,-3.439344266146563e-09
2023-07-11,-0.00013518251991259794,0.00014383561643835615,-0.0002790181363509541,0.0069222305173679555,6.698360000001458e-05,-9.055011840819465e-09,9.63462739726237e-09,0.0069222214623561144,0.006922240151995353,-1.8689639238081835e-08
2023-07-12,-0.00026085197016888423,0.00014356164383561644,-0.0004044136140045007,-0.007905525201131636,6.698360000001458e-05,-1.7472804029008275e-08,9.61627572602949e-09,-0.007905542673935664,-0.00790551558485591,-2.7089079755037765e-08
2023-07-13,-0.0005670158573823044,0.00014356164383561644,-0.0007105775012179209,0.03535740764216966,6.698360000001458e-05,-3.798076338456159e-08,9.61627572602949e-09,0.03535736966140628,0.035357417258445385,-4.759703911059108e-08
2023-07-14,9.699682942070008e-05,0.00014383561643835615,-4.683878701765607e-05,-0.007926831982663196,6.698360000001458e-05,6.49719682318582e-09,9.63462739726237e-09,-0.007926825485466372,-0.007926822348035798,-3.1374305740765502e-09
2023-07-15,-0.00010738061221524498,0.00014383561643835615,-0.0002512162286536011,0.014256349198773721,0.0,-3.349180000000729e-08,0.0,0.014256315706973721,0.014256349198773721,-3.349180000000729e-08
2023-07-16,-9.655958559717125e-05,0.00014383561643835615,-0.0002403952020355274,-0.0018174169932065887,0.0,-0.0,0.0,-0.0018174169932065887,-0.0018174169932065887,-0.0
