date,refit_date,monthly_core_scale,monthly_approved_extra,daily_implied_extra,daily_actual_extra,daily_cap_binding,daily_reduction_vs_monthly,daily_total_scale,daily_btc_trend,daily_p_bad,daily_downside_semivol30,daily_downside_scaler
2023-09-06,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.11994423731415724,0.35571319894065684,0.34354860147423355,1.0
2023-09-07,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.008162343805023037,0.35571468418252833,0.34354860147423355,1.0
2023-09-08,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.04787968423344255,0.35571460209529554,0.34591568406268414,1.0
2023-09-09,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.06784546880088485,0.355715011369402,0.34559596939042114,1.0
2023-09-10,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.0924385266544849,0.3557155411126082,0.3456726966973552,1.0
2023-09-11,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.24034688222275463,0.3559418744089634,0.3579356737644446,1.0
2023-09-12,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.1547000113736484,0.35589522158077946,0.3576210275045118,1.0
2023-09-13,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.08003208799634567,0.3558201607050655,0.3576210275045118,1.0
2023-09-14,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.03989540167217501,0.355806006112057,0.3565638873604916,1.0
2023-09-15,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.019978304729260293,0.35577561496557913,0.3520528418770187,1.0
2023-09-16,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.003489288146860531,0.3557144147256827,0.23104584161622246,1.0
2023-09-17,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.0598577717962272,0.35571441885474325,0.21843364295573806,1.0
2023-09-18,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.1035729826791692,0.35571460939937094,0.21843364295573806,1.0
2023-09-19,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.0027003565229443416,0.3557148511844566,0.21843364295573806,1.0
2023-09-20,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.08097581860715479,0.35571545801130217,0.21854600510501968,1.0
2023-09-21,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.02959445122423901,0.35571660610207395,0.23001872103822255,1.0
2023-09-22,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.034830434393056886,0.35571885994383523,0.23001872103822255,1.0
2023-09-23,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.012472723525371265,0.3557169069026774,0.22756641344685072,1.0
2023-09-24,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.05857453535364199,0.35571713159392976,0.23108675713948598,1.0
2023-09-25,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.09956041299464381,0.3557185483538033,0.2310161531519194,1.0
2023-09-26,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.12471531528734242,0.3557179549915996,0.2312798929028261,1.0
2023-09-27,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,-0.10747057547851321,0.3557169777369596,0.2312798929028261,1.0
2023-09-28,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.07411085345081488,0.3557144235749519,0.2312798929028261,1.0
2023-09-29,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.05719557284826872,0.35571471919323944,0.2256595167300725,1.0
2023-09-30,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.035898596629810306,0.3557157996911438,0.1385268148679672,1.0
2023-10-01,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.2560677536121957,0.3557142411983549,0.13731292933631548,1.0
2023-10-02,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.16522172190859213,0.35571356602101645,0.15091779457089533,1.0
2023-10-03,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.2273484982731351,0.3557582739018267,0.1511651296579275,1.0
2023-10-04,2023-09-05,0.9999999397446507,0.0,0.0,0.0,False,0.0,0.9999999397446507,0.20328749311019662,0.35575778893854704,0.1498950208097772,1.0
2023-10-05,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.16079092526023542,0.5830130369898167,0.15688693947376461,1.0
2023-10-06,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.2536195059486094,0.5830057565180446,0.1568266045846051,1.0
2023-10-07,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.263196623179215,0.5830160799878888,0.1568266045846051,1.0
2023-10-08,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.29226413028174664,0.5830153154707417,0.14998838061007136,1.0
2023-10-09,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.19358157649580005,0.5829745772950616,0.1555101115277759,1.0
2023-10-10,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.16383813379316226,0.5829066887590997,0.1573593075020168,1.0
2023-10-11,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.10324044505585842,0.5829936251979739,0.1432142591924383,1.0
2023-10-12,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.11817141241717866,0.5830024011583348,0.1440053235776831,1.0
2023-10-13,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.044846905835782755,0.5830066121164534,0.1440053235776831,1.0
2023-10-14,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.06428125073169934,0.583024082584521,0.1440106312757408,1.0
2023-10-15,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.10145019643210307,0.583022157139793,0.1440106312757408,1.0
2023-10-16,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.4771240334903652,0.5830121897161212,0.14391334628860408,1.0
2023-10-17,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.4730695070281836,0.5830032311442884,0.14442480643508757,1.0
2023-10-18,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.33596215351154246,0.5829456614344919,0.14472631205851227,1.0
2023-10-19,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.3184865460817098,0.5830290641048277,0.14472631205851227,1.0
2023-10-20,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.46066534431322936,0.5830407493344799,0.14431173577292558,1.0
2023-10-21,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.43251570951514484,0.5830735120479069,0.12485884470070696,1.0
2023-10-22,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.4765452745044412,0.5830414190590364,0.12485884470070696,1.0
2023-10-23,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7085120085518501,0.5829464623857603,0.12485763957948344,1.0
2023-10-24,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7574252075492395,0.5825151127811699,0.11712320914193612,1.0
2023-10-25,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7744263173484743,0.5829772695297563,0.11712320914193612,1.0
2023-10-26,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.780527983993955,0.5829979207690281,0.12174064317949876,1.0
2023-10-27,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7464766002541747,0.5828895343989614,0.12461696484098164,1.0
2023-10-28,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7451183583857165,0.5829191653549951,0.12461696484098164,1.0
2023-10-29,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7867592340940012,0.5830333876940468,0.12373467474625528,1.0
2023-10-30,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7978242217216364,0.5829396479924694,0.12384273744927382,1.0
2023-10-31,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.7880703819514774,0.5818083478026826,0.12384273744927382,1.0
2023-11-01,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.8320572567846373,0.5811423785011387,0.10684420182539987,1.0
2023-11-02,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.8230460756165265,0.5811507537492857,0.11663748840308907,1.0
2023-11-03,2023-10-05,0.9999718626245347,0.0,0.0,0.0,False,0.0,0.9999718626245347,0.8395516049814459,0.5806715176611886,0.11879057266508325,1.0
2023-11-04,2023-11-04,1.0,0.3905076608137434,0.3905076608137434,0.3905076608137434,False,0.0,1.3905076608137434,0.8499888390159486,0.08114638007284192,0.10929405369511545,1.0
2023-11-05,2023-11-04,1.0,0.3905076608137434,0.38986008451803794,0.38986008451803794,True,0.0006475762957054432,1.389860084518038,0.8485749398190525,0.08114165002051445,0.10940820993750677,1.0
2023-11-06,2023-11-04,1.0,0.3905076608137434,0.39061453190582246,0.3905076608137434,False,0.0,1.3905076608137434,0.8502169758807171,0.08114153683841643,0.10940820993750677,1.0
2023-11-07,2023-11-04,1.0,0.3905076608137434,0.3894139797053779,0.3894139797053779,True,0.0010936811083654963,1.389413979705378,0.8476038403813567,0.08114154006151866,0.10929632084931722,1.0
2023-11-08,2023-11-04,1.0,0.3905076608137434,0.3820074198071264,0.3820074198071264,True,0.008500241006617004,1.3820074198071264,0.8314826210623145,0.08114154131311124,0.10127868741612142,1.0
2023-11-09,2023-11-04,1.0,0.3905076608137434,0.39664932454943147,0.3905076608137434,False,0.0,1.3905076608137434,0.8633517912133475,0.08114090087892498,0.09804783536948085,1.0
2023-11-10,2023-11-04,1.0,0.3905076608137434,0.3959285880295641,0.3905076608137434,False,0.0,1.3905076608137434,0.8617830222029561,0.08114089549487535,0.07236485563400939,1.0
2023-11-11,2023-11-04,1.0,0.3905076608137434,0.4029438506031574,0.3905076608137434,False,0.0,1.3905076608137434,0.8770523024864983,0.0811406584059211,0.07258255660680861,1.0
2023-11-12,2023-11-04,1.0,0.3905076608137434,0.39048199088801255,0.39048199088801255,True,2.5669925730831267e-05,1.3904819908880126,0.8499273384059212,0.08114029695672585,0.07284632175344423,1.0
2023-11-13,2023-11-04,1.0,0.3905076608137434,0.37828332824082306,0.37828332824082306,True,0.012224332572920327,1.3782833282408231,0.8233670941311191,0.08113080802672347,0.09251424325785766,1.0
2023-11-14,2023-11-04,1.0,0.3905076608137434,0.3266835805738382,0.3266835805738382,True,0.06382408023990521,1.3266835805738382,0.7109682426266879,0.08101779801894259,0.1279081850053944,1.0
2023-11-15,2023-11-04,1.0,0.3905076608137434,0.3875025522708937,0.3875025522708937,True,0.003005108542849688,1.3875025522708937,0.843430074970001,0.0811270222141976,0.1279081850053944,1.0
2023-11-16,2023-11-04,1.0,0.3905076608137434,0.33906257696035325,0.33906257696035325,True,0.05144508385339014,1.3390625769603532,0.7379671528247971,0.08109032858038047,0.20423788931759504,1.0
2023-11-17,2023-11-04,1.0,0.3905076608137434,0.3568921566869368,0.3568921566869368,True,0.033615504126806584,1.3568921566869367,0.7767897990590924,0.08111008378526076,0.20402434841131298,1.0
2023-11-18,2023-11-04,1.0,0.3905076608137434,0.339719406441415,0.339719406441415,True,0.05078825437232837,1.339719406441415,0.7394077543983149,0.08110402029024423,0.20407109730635667,1.0
2023-11-19,2023-11-04,1.0,0.3905076608137434,0.3686766533956425,0.3686766533956425,True,0.0218310074181009,1.3686766533956425,0.8024576048194343,0.08113113719297206,0.20407109730635667,1.0
2023-11-20,2023-11-04,1.0,0.3905076608137434,0.36760773362725285,0.36760773362725285,True,0.022899927186490532,1.3676077336272527,0.8001288990855961,0.08112871801690309,0.20407109730635667,1.0
2023-11-21,2023-11-04,1.0,0.3905076608137434,0.3044488185624404,0.3044488185624404,True,0.086058842251303,1.3044488185624403,0.6626242316521275,0.0810815420880243,0.2610188733906717,1.0
2023-11-22,2023-11-04,1.0,0.3905076608137434,0.363331799786776,0.363331799786776,True,0.027175861026967396,1.363331799786776,0.7908342919349446,0.08114303213178238,0.2610188733906717,1.0
2023-11-23,2023-11-04,1.0,0.3905076608137434,0.3622374646022522,0.3622374646022522,True,0.028270196211491183,1.3622374646022521,0.7884548416364286,0.0811459440075664,0.26123611586731266,1.0
2023-11-24,2023-11-04,1.0,0.3905076608137434,0.3614345582573642,0.3614345582573642,True,0.029073102556379182,1.3614345582573641,0.7867069268477737,0.08114560601218365,0.26123611586731266,1.0
2023-11-25,2023-11-04,1.0,0.3905076608137434,0.36541634485103963,0.36541634485103963,True,0.025091315962703753,1.3654163448510397,0.7953733980881227,0.08114516847204468,0.2588811393426645,1.0
2023-11-26,2023-11-04,1.0,0.3905076608137434,0.35314611649276006,0.35314611649276006,True,0.03736154432098332,1.35314611649276,0.7686673060122475,0.08114703531534566,0.2593565386547655,1.0
2023-11-27,2023-11-04,1.0,0.3905076608137434,0.3425477843990564,0.3425477843990564,True,0.047959876414686964,1.3425477843990565,0.7456013667351773,0.08115033131176494,0.26006050860235513,1.0
2023-11-28,2023-11-04,1.0,0.3905076608137434,0.3567763986837963,0.3567763986837963,True,0.03373126212994709,1.3567763986837962,0.7765685392962678,0.08114640078747015,0.26006050860235513,1.0
2023-11-29,2023-11-04,1.0,0.3905076608137434,0.3423929878410343,0.3423929878410343,True,0.048114672972709105,1.3423929878410343,0.7452632438499863,0.08114886741964585,0.2600090657076161,1.0
2023-11-30,2023-11-04,1.0,0.3905076608137434,0.3288060562850271,0.3288060562850271,True,0.06170160452871626,1.328806056285027,0.715693975188321,0.08115460606327393,0.2602887068488502,1.0
2023-12-01,2023-11-04,1.0,0.3905076608137434,0.35706749648156066,0.35706749648156066,True,0.03344016433218272,1.3570674964815606,0.7772019224942606,0.08114613166259241,0.2602887068488502,1.0
2023-12-02,2023-11-04,1.0,0.3905076608137434,0.3756458925969963,0.3756458925969963,True,0.014861768216747062,1.3756458925969963,0.8176412884666607,0.08114744718566577,0.25590403468764933,1.0
2023-12-03,2023-11-04,1.0,0.3905076608137434,0.3922244167962745,0.3905076608137434,False,0.0,1.3905076608137434,0.8537264442413454,0.08114731728892284,0.25491170729548684,1.0
2023-12-04,2023-12-04,0.9999999999971174,0.4070437832472633,0.4070437832472633,0.4070437832472633,False,0.0,1.4070437832443807,0.9127542956366426,0.1080977976370917,0.25491170729548684,1.0
2023-12-05,2023-12-04,0.9999999999971174,0.4070437832472633,0.4124460145290279,0.4070437832472633,False,0.0,1.4070437832443807,0.9248682496373781,0.10809779730088148,0.254862732245578,1.0
2023-12-06,2023-12-04,0.9999999999971174,0.4070437832472633,0.4109843899223464,0.4070437832472633,False,0.0,1.4070437832443807,0.9215907053858291,0.108097797600323,0.25605404735631165,1.0
2023-12-07,2023-12-04,0.9999999999971174,0.4070437832472633,0.4043972888229294,0.4043972888229294,True,0.0026464944243339006,1.4043972888200469,0.9068198009369274,0.10809779758865953,0.25904320956763094,1.0
2023-12-08,2023-12-04,0.9999999999971174,0.4070437832472633,0.4124172801255091,0.4070437832472633,False,0.0,1.4070437832443807,0.9248038160016794,0.10809779763114598,0.25904320956763094,1.0
2023-12-09,2023-12-04,0.9999999999971174,0.4070437832472633,0.4053450224723688,0.4053450224723688,True,0.0016987607748945033,1.4053450224694863,0.9089449973372444,0.10809779764490134,0.26157523324897636,1.0
2023-12-10,2023-12-04,0.9999999999971174,0.4070437832472633,0.4055199572617776,0.4055199572617776,True,0.0015238259854857272,1.405519957258895,0.9093372708315699,0.10809779766106355,0.26157523324897636,1.0
2023-12-11,2023-12-04,0.9999999999971174,0.4070437832472633,0.3847075998579409,0.3847075998579409,True,0.022336183389322417,1.3847075998550582,0.86266767553273,0.10809779763599157,0.3338696515407143,1.0
2023-12-12,2023-12-04,0.9999999999971174,0.4070437832472633,0.3793971952588548,0.3793971952588548,True,0.027646587988408522,1.3793971952559723,0.8507596331175173,0.10809779756805225,0.3338122004218723,1.0
2023-12-13,2023-12-04,0.9999999999971174,0.4070437832472633,0.40034929968024,0.40034929968024,True,0.0066944835670232905,1.4003492996773574,0.8977425969162043,0.10809779761935749,0.32890235304144655,1.0
2023-12-14,2023-12-04,0.9999999999971174,0.4070437832472633,0.3968154820006463,0.3968154820006463,True,0.010228301246617,1.3968154819977636,0.8898183701119586,0.10809779764219014,0.3168203580112873,1.0
2023-12-15,2023-12-04,0.9999999999971174,0.4070437832472633,0.3962508166044439,0.3962508166044439,True,0.010792966642819424,1.3962508166015613,0.8885521653803968,0.1080977976463419,0.329041344257412,1.0
2023-12-16,2023-12-04,0.9999999999971174,0.4070437832472633,0.4058369832769045,0.4058369832769045,True,0.0012067999703588295,1.4058369832740218,0.9100481694121859,0.10809779763846832,0.2876634509129438,1.0
2023-12-17,2023-12-04,0.9999999999971174,0.4070437832472633,0.40092997918719575,0.40092997918719575,True,0.0061138040600675625,1.4009299791843133,0.8990447116871416,0.10809779763942305,0.2973656267373297,1.0
2023-12-18,2023-12-04,0.9999999999971174,0.4070437832472633,0.40659246318365877,0.40659246318365877,True,0.00045132006360454335,1.4065924631807762,0.9117422562855266,0.10809779763826623,0.2973335466336169,1.0
2023-12-19,2023-12-04,0.9999999999971174,0.4070437832472633,0.4017788476216137,0.4017788476216137,True,0.005264935625649614,1.4017788476187312,0.9009482128226534,0.10809779762402023,0.29898282631184186,1.0
2023-12-20,2023-12-04,0.9999999999971174,0.4070437832472633,0.4137869696431891,0.4070437832472633,False,0.0,1.4070437832443807,0.9278752054816581,0.10809779763779095,0.29898282631184186,1.0
2023-12-21,2023-12-04,0.9999999999971174,0.4070437832472633,0.40804906708406413,0.4070437832472633,False,0.0,1.4070437832443807,0.9150085424232418,0.10809779763713064,0.2508084745759241,1.0
2023-12-22,2023-12-04,0.9999999999971174,0.4070437832472633,0.4009620722865869,0.4009620722865869,True,0.00608171096067639,1.4009620722837044,0.8991166771804888,0.10809779762076917,0.2508084745759241,1.0
2023-12-23,2023-12-04,0.9999999999971174,0.4070437832472633,0.3876826220825889,0.3876826220825889,True,0.0193611611646744,1.3876826220797063,0.8693388603405929,0.10809779760517985,0.25148043646263524,1.0
2023-12-24,2023-12-04,0.9999999999971174,0.4070437832472633,0.35213617772145256,0.35213617772145256,True,0.054907605525810754,1.3521361777185699,0.7896295731884828,0.10809779755450369,0.2579007643906208,1.0
2023-12-25,2023-12-04,0.9999999999971174,0.4070437832472633,0.3360864400023067,0.3360864400023067,True,0.07095734324495662,1.3360864399994241,0.7536396679350823,0.10809779712588906,0.2579007643906208,1.0
2023-12-26,2023-12-04,0.9999999999971174,0.4070437832472633,0.3178607756535149,0.3178607756535149,True,0.08918300759374842,1.3178607756506322,0.7127704516556164,0.10809777561572328,0.2702554581280773,1.0
2023-12-27,2023-12-04,0.9999999999971174,0.4070437832472633,0.34738463129809477,0.34738463129809477,True,0.05965915194916854,1.3473846312952122,0.7789744315140706,0.10809747471969515,0.26957811234683376,1.0
2023-12-28,2023-12-04,0.9999999999971174,0.4070437832472633,0.3113472962426539,0.3113472962426539,True,0.09569648700460942,1.3113472962397714,0.6981638837981278,0.10809681374844908,0.2785641439852973,1.0
2023-12-29,2023-12-04,0.9999999999971174,0.4070437832472633,0.30737005618831315,0.30737005618831315,True,0.09967372705895017,1.3073700561854307,0.6892459928359204,0.10809766213182853,0.28155836080404245,1.0
2023-12-30,2023-12-04,0.9999999999971174,0.4070437832472633,0.3080318396984781,0.3080318396984781,True,0.09901194354878523,1.3080318396955954,0.6907300013601227,0.10809769637360549,0.2812998646920402,1.0
2023-12-31,2023-12-04,0.9999999999971174,0.4070437832472633,0.3446088135380505,0.3446088135380505,True,0.062434969709212806,1.344608813535168,0.7727501864882171,0.1080977538054465,0.2812998646920402,1.0
2024-01-01,2023-12-04,0.9999999999971174,0.4070437832472633,0.3840088962620433,0.3840088962620433,True,0.023034886985219993,1.3840088962591608,0.8611008259963504,0.10809771708738126,0.2812998646920402,1.0
2024-01-02,2023-12-04,0.9999999999971174,0.4070437832472633,0.38388235016915007,0.38388235016915007,True,0.023161433078113247,1.3838823501662674,0.8608171118706017,0.10809777158134518,0.2812998646920402,1.0
2024-01-03,2024-01-03,1.0,0.3656212808559936,0.3656212808559936,0.3656212808559936,False,0.0,1.3656212808559935,0.7479500659757647,0.022337726840068024,0.3271553076666726,1.0
2024-01-04,2024-01-03,1.0,0.3656212808559936,0.4124561137042178,0.3656212808559936,False,0.0,1.3656212808559935,0.8437599018324458,0.02233772235807536,0.3271553076666726,1.0
2024-01-05,2024-01-03,1.0,0.3656212808559936,0.4071064877649865,0.3656212808559936,False,0.0,1.3656212808559935,0.8328161928865262,0.022337722915875147,0.32622408928591007,1.0
2024-01-06,2024-01-03,1.0,0.3656212808559936,0.4169283838740984,0.3656212808559936,False,0.0,1.3656212808559935,0.8529088275303291,0.022337744864593723,0.3241579252238554,1.0
2024-01-07,2024-01-03,1.0,0.3656212808559936,0.39772697142117674,0.3656212808559936,False,0.0,1.3656212808559935,0.8136285771990541,0.022337753203393457,0.32417293135035047,1.0
2024-01-08,2024-01-03,1.0,0.3656212808559936,0.4389337021322047,0.3656212808559936,False,0.0,1.3656212808559935,0.8979249895845842,0.02233770699427162,0.32213331276681434,1.0
2024-01-09,2024-01-03,1.0,0.3656212808559936,0.4103155926999372,0.3656212808559936,False,0.0,1.3656212808559935,0.839381098440803,0.02233778324977487,0.3282453565979005,1.0
2024-01-10,2024-01-03,1.0,0.3656212808559936,0.4173999833774248,0.3656212808559936,False,0.0,1.3656212808559935,0.8538740674942967,0.0223383066257303,0.25384819909169604,1.0
2024-01-11,2024-01-03,1.0,0.3656212808559936,0.4109865547672936,0.3656212808559936,False,0.0,1.3656212808559935,0.8407560222951946,0.02234050338329016,0.2549445367150308,1.0
2024-01-12,2024-01-03,1.0,0.3656212808559936,0.33343590385721245,0.33343590385721245,True,0.03218537699878116,1.3334359038572123,0.6824748847409287,0.02286249263579382,0.3775940206067694,1.0
2024-01-13,2024-01-03,1.0,0.3656212808559936,0.3128396890150294,0.3128396890150294,True,0.052781591840964204,1.3128396890150293,0.7245111277244578,0.13641163801694725,0.3775940206067694,1.0
2024-01-14,2024-01-03,1.0,0.3656212808559936,0.25610331418198407,0.25610331418198407,True,0.10951796667400954,1.256103314181984,0.6078267097409433,0.15731470803204514,0.378354834492692,1.0
2024-01-15,2024-01-03,1.0,0.3656212808559936,0.30062637642060985,0.30062637642060985,True,0.06499490443538375,1.3006263764206099,0.7134936435107568,0.15731168972613968,0.378354834492692,1.0
2024-01-16,2024-01-03,1.0,0.3656212808559936,0.3007985805417566,0.3007985805417566,True,0.06482270031423698,1.3007985805417566,0.7138950439948621,0.15730307116707923,0.370778000709658,1.0
2024-01-17,2024-01-03,1.0,0.3656212808559936,0.30174755658777636,0.30174755658777636,True,0.06387372426821725,1.3017475565877763,0.7159366656143209,0.15705516680345735,0.37194036255252955,1.0
2024-01-18,2024-01-03,1.0,0.3656212808559936,0.2640858821536655,0.2640858821536655,True,0.10153539870232808,1.2640858821536656,0.6267661440488541,0.1573064861235357,0.3896110146368122,1.0
2024-01-19,2024-01-03,1.0,0.3656212808559936,0.27526162254697134,0.27526162254697134,True,0.09035965830902226,1.2752616225469713,0.6532734343155229,0.15728511802908107,0.3896110146368122,1.0
2024-01-20,2024-01-03,1.0,0.3656212808559936,0.2919564941984117,0.2919564941984117,True,0.07366478665758192,1.2919564941984116,0.6929123258800275,0.15730610268011966,0.3896110146368122,1.0
2024-01-21,2024-01-03,1.0,0.3656212808559936,0.2541179158990563,0.2541179158990563,True,0.1115033649569373,1.2541179158990563,0.6031117066170348,0.15731061721732875,0.38973157428309746,1.0
2024-01-22,2024-01-03,1.0,0.3656212808559936,0.2034174080301361,0.2034174080301361,True,0.1622038728258575,1.203417408030136,0.4827819744665131,0.15731150379043146,0.42588603751144966,1.0
2024-01-23,2024-01-03,1.0,0.3656212808559936,0.21301915734882967,0.21301915734882967,True,0.15260212350716393,1.2130191573488296,0.5049875093762681,0.15633890583971544,0.42202905420998554,1.0
2024-01-24,2024-01-03,1.0,0.3656212808559936,0.20997104964298152,0.20997104964298152,True,0.15565023121301208,1.2099710496429816,0.4935434354030641,0.14912838635366052,0.42202905420998554,1.0
2024-01-25,2024-01-03,1.0,0.3656212808559936,0.22262138403892007,0.22262138403892007,True,0.14299989681707354,1.22262138403892,0.4960448552991382,0.10241430120399503,0.41321269707382946,1.0
2024-01-26,2024-01-03,1.0,0.3656212808559936,0.29739729643360635,0.29739729643360635,True,0.06822398442238725,1.2973972964336062,0.6110468105074052,0.026597336506341968,0.41321269707382946,1.0
2024-01-27,2024-01-03,1.0,0.3656212808559936,0.30218919980658776,0.30218919980658776,True,0.06343208104940584,1.3021891998065878,0.6182140635523772,0.02238005369806576,0.4072089259400498,1.0
2024-01-28,2024-01-03,1.0,0.3656212808559936,0.26650968832026456,0.26650968832026456,True,0.09911159253572904,1.2665096883202644,0.5452040440408615,0.022348820654417692,0.405212433978102,1.0
2024-01-29,2024-01-03,1.0,0.3656212808559936,0.3026069072754924,0.3026069072754924,True,0.06301437358050122,1.3026069072754924,0.6190477838940819,0.022347175295702428,0.405212433978102,1.0
2024-01-30,2024-01-03,1.0,0.3656212808559936,0.2794865275492414,0.2794865275492414,True,0.08613475330675219,1.2794865275492415,0.5717452516677284,0.022338963956395244,0.4062667247291391,1.0
2024-01-31,2024-01-03,1.0,0.3656212808559936,0.2690736977989738,0.2690736977989738,True,0.09654758305701983,1.2690736977989738,0.550443401215013,0.022338365016138017,0.40733315952057864,1.0
2024-02-01,2024-01-03,1.0,0.3656212808559936,0.31411077408362975,0.31411077408362975,True,0.05151050677236385,1.3141107740836298,0.6425755504637958,0.02233823289133229,0.40733315952057864,1.0
2024-02-02,2024-02-02,1.0,0.29998866731365975,0.29998866731365975,0.29998866731365975,False,0.0,1.2999886673136598,0.601473720074037,0.002487865050086081,0.37150951722170195,1.0
2024-02-03,2024-02-02,1.0,0.29998866731365975,0.2814480353402275,0.2814480353402275,True,0.018540631973432253,1.2814480353402276,0.5642999927335726,0.0024879001793296327,0.371823881339376,1.0
2024-02-04,2024-02-02,1.0,0.29998866731365975,0.2550463962690079,0.2550463962690079,True,0.04494227104465187,1.255046396269008,0.511365058674201,0.002487980190675965,0.37345793279420725,1.0
2024-02-05,2024-02-02,1.0,0.29998866731365975,0.25708608869194705,0.25708608869194705,True,0.042902578621712706,1.257086088691947,0.5154546449945523,0.002488031921162926,0.37319554426112606,1.0
