date,btc_log_return_20d,btc_log_return_40d,btc_log_slope_20d_ann,btc_log_slope_40d_ann,btc_kama_gap,btc_kama_slope_10d,btc_distance_from_90d_high,btc_consolidation_duration_5pct,btc_rv20_ann,btc_rv20_to_rv60,btc_daily_rsi14,btc_daily_rsi28,btc_4h_rsi14,btc_4h_rsi28,btc_price_rsi_rank_divergence_20d,btc_rsi14_extreme_persistence_14d,btc_rsi14_failure_from_14d_max,eth_btc_log_return_20d,sol_btc_log_return_20d,bnb_btc_log_return_20d,eth_btc_log_return_40d,sol_btc_log_return_40d,bnb_btc_log_return_40d,brkk_return_dispersion_20d,alt_outperformance_breadth_20d,canonical5_outperformance_breadth_20d,high_beta_participation_20d,breadth_acceleration_10d,breadth_contraction_from_10d_max
2021-08-29,0.0529358993958,0.492886358601,1.54712296106,3.56524978838,0.0596933334974,0.0394881440997,-0.0145693423872,3,0.603438764425,0.992293211067,60.2016152287,59.3243210919,57.1010367055,54.5057682885,0.45,0,9.02224461833,-0.0332140513476,0.83835942603,0.250024549497,0.0975767808448,0.89695881794,0.102660167442,0.34932652474,0.666666666667,0.75,1,-0.075,0.25
2021-08-30,0.0302054228976,0.379542244515,1.300440676,3.27954854221,0.0200898409443,0.0331193826047,-0.0506364564947,0,0.623371292609,1.03125887411,53.6732528371,56.1195089675,54.8474164966,53.5187722594,0.4,0,15.55060701,-0.00258606963082,0.967792288159,0.182994250543,0.101933785893,1.03854470441,0.0712766187594,0.400163846822,0.666666666667,0.75,1,-0.05,0.25
2021-08-31,0.03433784183,0.377601517767,1.04089488157,2.9774504951,0.0220232692726,0.0289758467558,-0.0482524851557,1,0.623222045114,1.03099727915,54.02811747,56.2813989432,38.7411712191,45.2192026117,0.4,0,15.195742377,0.0472589130622,0.921685417906,0.136725916966,0.149373087058,0.985630278098,0.0806669702281,0.375767453528,1,1,1,0.2,0
2021-09-01,0.0947289167349,0.372405727436,0.805848108568,2.75445204637,0.0586493281065,0.019917633787,-0.0137067238378,2,0.627362770132,1.03352251195,58.93677151,58.5779097584,41.5720173833,46.0973750659,0.35,0,10.2870883371,0.133489131962,0.896128471018,0.143495081982,0.216209644769,0.98404310918,0.119428247617,0.352635818008,1,1,1,0.175,0
2021-09-02,0.0298155024431,0.362916941236,0.990560943133,2.54363799145,0.0676787976828,0.0172467991709,-0.00489423375164,3,0.54609151501,0.900648307715,60.106960008,59.1456358249,59.3367090393,54.4168023459,0.55,0,9.11689983905,0.100783671567,1.02113246586,0.133640275056,0.186844161313,1.13694258328,0.109578937249,0.411285517668,1,1,1,0.175,0
2021-09-03,0.0604016053501,0.345830287117,1.14910557408,2.37349753702,0.0805541176772,0.0199490113755,0,4,0.543520561686,0.917163248573,62.1131691129,60.1235881096,58.0135161675,55.0299702526,0.4,0,6.42991133393,0.127603256398,1.13857459535,0.118029881731,0.241064976851,1.29948965578,0.133229579456,0.46031456387,1,0.75,1,-0.075,0.25
2021-09-04,0.0607439552638,0.293015377003,1.25417645636,2.24924014232,0.0774453486992,0.0187834024679,-0.00167002872449,5,0.543461615396,0.917211998263,61.7421252152,59.9584285599,60.007581296,57.0198114464,0.35,0,6.80095523165,0.100444219105,0.892605370304,0.123266791121,0.263101217931,1.30184043287,0.199954407456,0.357242048435,1,0.75,1,-0.075,0.25
2021-09-05,0.120064148922,0.271323849744,1.38167085547,2.234590982,0.0981921035034,0.0360229901752,0,6,0.547728138014,0.919748502804,66.495033197,62.3250545226,57.145874359,55.962103691,0.2,0,2.04804724982,0.107424586675,0.708370492411,0.0740862055848,0.269777784979,1.34862687565,0.205102899299,0.283216077844,1,0.75,1,-0.075,0.25
2021-09-06,0.164047317846,0.274561876741,1.38049282036,2.24440368639,0.10270866522,0.0441743896557,0,7,0.529337452139,0.898900510112,68.5666990207,63.4292676313,72.8898236237,63.9484109803,0.05,0,0,0.101258543024,0.776356560514,0.0467757490806,0.259954977514,1.49891488576,0.183459802267,0.316838350026,1,1,1,0.15,0
2021-09-07,0.0471521895804,0.157952659452,0.682042867894,2.07948751969,-0.0182983924678,0.039136570047,-0.110135595731,0,0.751980753735,1.13624079297,48.0895409226,53.1070985767,74.1660402614,66.0052047234,0.1,0,20.477158098,0.0832889809991,0.822962521544,0.00820955603344,0.207612450012,1.55645510486,0.12020560695,0.344678112925,1,0.75,1,-0.1,0.25
2021-09-08,-0.0153503329239,0.0871199052701,0.125237602681,1.95511170194,-0.0342796220544,0.0361176481332,-0.125619067331,0,0.731087565279,1.10225818705,46.009236979,51.8763050324,29.7773829861,39.5121304842,0,0,22.5574620417,0.109651590595,0.980507140131,-0.0231054909272,0.264460456361,1.68852056843,0.164807447472,0.415120745307,0.666666666667,0.5,0.5,-0.325,0.5
2021-09-09,-0.061185045778,0.112421467405,-0.0766187144743,1.80980447326,-0.0267827854244,0.0350497323845,-0.119033341625,0,0.691048180095,1.0440100437,47.0582821058,52.3632771272,34.2019028693,39.8271120085,0,0,21.5084169148,0.102954223412,0.932176328561,-0.0156133461986,0.190025329739,1.51951349199,0.124644808881,0.393682049061,0.666666666667,0.5,0.5,-0.3,0.5
2021-09-10,-0.084834490051,0.118335908574,-0.480192404367,1.55577101173,-0.0577539291255,0.0328531879542,-0.148355704762,0,0.703025142077,1.06267732462,43.0477231552,50.0258957462,39.0239876555,42.0733567658,0,0,25.5189758655,0.0803042139226,0.974194364269,-0.0266507290184,0.109257579399,1.54119451906,0.0697120276264,0.415961502799,0.666666666667,0.5,0.5,-0.25,0.5
2021-09-11,-0.0861756226929,0.143170100101,-0.750754839319,1.27841326593,-0.048295170411,0.0294896524495,-0.142226648615,0,0.702580956415,1.06391954134,44.1197520113,50.5048066069,32.9231852733,38.1824317971,0,0,24.4469470094,0.0951561771458,0.986412377625,-0.0160003658755,0.0825930258027,1.54288373877,0.060205916328,0.417869955008,0.666666666667,0.5,0.5,-0.2,0.5
2021-09-12,-0.0725574500134,0.186169888105,-0.847496651284,0.982041170662,-0.0290459705714,0.0276882878721,-0.126057128318,0,0.708452480921,1.07155029974,46.9564691286,51.7693410592,37.8597988259,40.4286683359,-0.05,0,21.610229892,0.0972201001537,0.907517558827,-0.10876272479,0.118942802967,1.44510668932,0.0662535588771,0.401303011165,0.666666666667,0.5,0.5,-0.15,0.5
2021-09-13,-0.0590418751645,0.123409614111,-1.2440679652,0.695708183483,-0.0478089639821,0.0199996487615,-0.146650172129,0,0.698370696306,1.05881512733,43.8999322146,50.0795021025,47.7879453503,44.9354117563,0,0,24.666766806,0.0945879139652,0.93607616225,-0.107919689366,0.0636758861403,1.43279033789,0.0523586690783,0.413511733053,0.666666666667,0.5,0.5,-0.125,0.5
2021-09-14,-0.038758102923,0.142305763946,-1.2072919596,0.503613757284,-0.00176119721297,0.0187116572291,-0.105430475145,0,0.720059958348,1.08254713073,50.8029948373,53.2473029363,42.734692799,42.3974734355,0.15,0,17.7637041833,0.101078978499,0.830616254534,-0.155619380368,0.0523151974072,1.30543020671,0.0615049973003,0.378742749589,0.666666666667,0.5,0.5,-0.1,0.5
