date,btc_log_return_20d,btc_log_return_40d,btc_log_slope_20d_ann,btc_log_slope_40d_ann,btc_kama_gap,btc_kama_slope_10d,btc_distance_from_90d_high,btc_consolidation_duration_5pct,btc_rv20_ann,btc_rv20_to_rv60,btc_daily_rsi14,btc_daily_rsi28,btc_4h_rsi14,btc_4h_rsi28,btc_price_rsi_rank_divergence_20d,btc_rsi14_extreme_persistence_14d,btc_rsi14_failure_from_14d_max,eth_btc_log_return_20d,sol_btc_log_return_20d,bnb_btc_log_return_20d,eth_btc_log_return_40d,sol_btc_log_return_40d,bnb_btc_log_return_40d,brkk_return_dispersion_20d,alt_outperformance_breadth_20d,canonical5_outperformance_breadth_20d,high_beta_participation_20d,breadth_acceleration_10d,breadth_contraction_from_10d_max
2020-10-17,,,,,0.0142400064832,0.054715628909,,0,,,56.6961866429,100,47.0386770641,53.1213212573,,0.785714285714,43.3038133571,,,,,,,,0,0,0,0,0
2020-10-18,,,,,0.0233846420078,0.0583165300852,,0,,,61.1987046326,100,50.3694470361,54.3488895891,,0.714285714286,38.8012953674,,,,,,,,0,0,0,0,0
2020-10-19,,,,,0.0382641592299,0.0654897350787,,0,,,67.5175555985,100,61.1388198127,58.85788867,,0.642857142857,32.4824444015,,,,,,,,0,0,0,0,0
2020-10-20,,,2.25093419755,,0.0447258982786,0.0729015799381,,0,,,70.7879049715,100,66.7511659552,62.9666726476,0.7,0.642857142857,29.2120950285,,,,,,,,0,0,0,0,0
2020-10-21,0.185299471945,,2.6988432799,,0.0896040468315,0.0908078424481,,0,0.355083522188,,81.6935820935,100,71.4228025952,66.0998870957,0.65,0.642857142857,18.3064179065,-0.0842218856733,-0.602642016853,-0.106041501358,,,,0.236823131068,0,0,0,0,0
2020-10-22,0.204467240216,,3.0945026605,,0.078126802138,0.100584506482,,0,0.350112870537,,83.1522411095,100,85.253414649,78.0223779219,0.6,0.642857142857,16.8477588905,-0.0239316136663,-0.496836502827,-0.0904113881474,,,,0.201375491965,0,0,0,0,0
2020-10-23,0.203641116291,,3.34415717747,,0.0528798367777,0.114102075802,,0,0.350715248463,,81.4584307123,100,77.4892420462,74.8894650056,0.6,0.642857142857,18.5415692877,-0.0359513036978,-0.464905313858,-0.120260074996,,,,0.184014568912,0,0,0,0,0
2020-10-24,0.20638707278,,3.6253112516,,0.047592912437,0.129564335195,,0,0.351146583283,,83.0058921379,100,71.1550362184,71.4037780314,0.55,0.642857142857,16.9941078621,-0.0497057352304,-0.481425555453,-0.149451352444,,,,0.187602471182,0,0,0,0,0
2020-10-25,0.188340016745,,3.827567098,,0.030793999494,0.134101869804,,0,0.358172452221,,79.85219778,100,74.3630021383,73.0426117901,0.6,0.642857142857,20.14780222,-0.0505546344458,-0.580062421065,-0.136844057665,,,,0.22940430437,0,0,0,0,0
2020-10-26,0.208134010649,,3.83203678639,,0.0210801536998,0.144154674299,,0,0.338504183886,,80.0818458291,100,60.1427596364,64.9042904878,0.55,0.642857142857,19.9181541709,-0.0666955898876,-0.465968531514,-0.093394970522,,,,0.1818722752,0,0,0,0,0
2020-10-27,0.245628144902,,3.98666433962,,0.041265575345,0.169191517969,,0,0.366456299594,,84.75880781,100,57.2879649839,62.3224516948,0.35,0.642857142857,15.24119219,-0.0791574927984,-0.541676640605,-0.117257246974,,,,0.21049586229,0,0,0,0,0
2020-10-28,0.194128609384,,4.00148921548,,0.0103724008605,0.168137868063,,0,0.399361271074,,73.0606688353,100,73.7462638366,70.9054891443,0.6,0.642857142857,11.6981389747,-0.0931744250588,-0.637005424007,-0.104827935847,,,,0.250567745139,0,0,0,0,0
