date,PRICE_ONLY,BINANCE_ALL_PERP_COMMON,HYPERLIQUID_ALL_PERP_NATIVE,BINANCE_COMMON_COMPOUNDED_SENSITIVITY,HYPERLIQUID_COMMON_COMPOUNDED_SENSITIVITY
2024-04-27,38817.1508681912,34995.7646717766,30923.5020911735,34995.7646717766,30921.1795010900
2024-04-28,38602.4558992709,34820.0512912495,30764.0518315425,34820.0512912495,30761.7352175211
2024-04-29,38749.8316188488,34969.1039935508,30890.4297317239,34969.1039935508,30888.0992525005
2024-04-30,36893.1490203012,33297.4597375135,29408.3824949663,33297.4597375135,29406.1630095850
2024-05-01,35839.5633763997,32344.5277314570,28566.3252647313,32344.5277314570,28564.1677123995
2024-05-02,36187.5387737641,32659.7587294482,28839.2305211537,32659.7587294482,28837.0519144650
2024-05-03,38236.1124262766,34511.8651134088,30473.1422677940,34511.8651134088,30470.8400347925
2024-05-04,38678.0846290927,34912.6401427060,30825.1447317043,34912.6401427060,30822.8147915389
2024-05-05,38807.8803575686,35038.7442812577,30928.5809782511,35038.7442812577,30926.2412038285
2024-05-06,38798.2019266892,35031.0507807559,30906.8053214837,35031.0507807559,30904.4656586502
2024-05-07,38055.1667579042,34357.2334671081,30302.1245734097,34357.2334671081,30299.8295957215
2024-05-08,37557.9931430220,33902.5711722413,29902.8350665997,33902.5711722413,29900.5699743966
2024-05-09,38837.6207113773,35053.0726829798,30915.6843835222,35053.0726829798,30913.3422201361
2024-05-10,37547.4579092882,33888.0620578096,29883.8272751491,33888.0620578096,29881.5619613594
2024-05-11,37633.9682836558,33962.1940647133,29946.0323696935,33962.1940647133,29943.7617367535
2024-05-12,37814.5880368828,34121.5770879614,30086.0196798210,34121.5770879614,30083.7378396060
2024-05-13,38470.8287713411,34712.2989994200,30603.8455409918,34712.2989994200,30601.5238328730
2024-05-14,37353.5713837573,33712.1818705566,29725.4128849930,33712.1818705566,29723.1477723024
2024-05-15,39962.1711760496,36088.9570043031,31796.0011147374,36088.9570043031,31793.5749239087
2024-05-16,39495.3689494682,35670.3691422234,31419.6294611294,35670.3691422234,31417.2313068022
2024-05-17,40823.7402375723,36874.4181255359,32465.5991406671,36874.4181255359,32463.1206272474
2024-05-18,40936.2988258892,36973.4083288686,32546.8269364642,36973.4083288686,32544.3418574519
2024-05-19,40488.8710347438,36565.5325200058,32185.0437076411,36565.5325200058,32182.5856045519
2024-05-20,43514.4690823984,39294.6676675926,34582.1055681387,39294.6676675926,34579.4627684112
2024-05-21,42920.0378786182,38746.2829173493,34071.7199121367,38746.2829173493,34069.1011232518
2024-05-22,42479.6905767747,38334.3886756256,33688.6972780870,38334.3886756256,33686.1004848677
2024-05-23,41793.8355109201,37704.6496915728,33114.0919073264,37704.6496915728,33111.5323271055
2024-05-24,41501.4749761981,37432.4286593817,32871.9892651295,37432.4286593817,32869.4478853946
2024-05-25,41810.5924789593,37702.7540895435,33105.5078253803,37702.7540895435,33102.9477948638
2024-05-26,41254.6088129471,37192.2114994025,32646.8695658890,37192.2114994025,32644.3429415210
2024-05-27,41769.1662490976,37644.0169249550,33021.7365299323,37644.0169249550,33019.1754925400
2024-05-28,41285.4063599758,37197.8086803952,32613.4475419851,37197.8086803952,32610.9138515883
2024-05-29,40752.7522178680,36705.7690123394,32164.3280340671,36705.7690123394,32161.8240258836
2024-05-30,40905.1522606672,36832.2199996085,32268.7762312440,36832.2199996085,32266.2626093834
2024-05-31,40672.5467764749,36612.0583436488,32070.6458201261,36612.0583436488,32068.1464320983
2024-06-01,41022.6826737743,36912.6471156583,32322.4197975311,36912.6471156583,32319.8977759975
2024-06-02,40948.3023990047,36830.4075545986,32243.9857397333,36830.4075545986,32241.4673471202
2024-06-03,41631.1231086612,37428.4910511759,32734.9130707824,37428.4910511759,32732.3449706519
2024-06-04,43276.3542512373,38894.0432826160,33998.9334084288,38894.0432826160,33996.2622354360
2024-06-05,43806.7788228229,39354.1157668087,34391.8634221426,39354.1157668087,34389.1580416940
2024-06-06,43770.7115517280,39305.8489748103,34340.8908920132,39305.8489748103,34338.1862478448
2024-06-07,42540.2980463101,38190.5560138377,33350.6671200900,38190.5560138377,33348.0371082510
2024-06-08,42509.6315405412,38154.4391191267,33302.8785939862,38154.4391191267,33300.2493086146
2024-06-09,42528.3760617000,38162.6753384191,33302.0547178334,38162.6753384191,33299.4238934380
2024-06-10,41653.9901194478,37369.6390326299,32606.4252673759,37369.6390326299,32603.8488028930
2024-06-11,40072.9265752991,35943.1085028421,31343.3447913864,35943.1085028421,31340.8629672220
2024-06-12,40943.2350135509,36715.5453819321,32002.7768919637,36715.5453819321,32000.2406100307
2024-06-13,39705.4875826142,35597.5938009468,31021.3564642171,35597.5938009468,31018.8958791288
2024-06-14,39339.4787897841,35261.6042072809,30722.7336765639,35261.6042072809,30720.2958529441
2024-06-15,39597.8306975436,35485.1903570557,30914.7121798402,35485.1903570557,30912.2586562591
2024-06-16,40109.6456555117,35936.2671915483,31306.2970107660,35936.2671915483,31303.8120893781
2024-06-17,39435.0864766359,35324.1883111761,30765.2898019521,35324.1883111761,30762.8467623168
