date,PRICE_ONLY,BINANCE_ALL_PERP_COMMON,HYPERLIQUID_ALL_PERP_NATIVE,BINANCE_COMMON_COMPOUNDED_SENSITIVITY,HYPERLIQUID_COMMON_COMPOUNDED_SENSITIVITY
2023-07-07,11443.3935593599,11387.6408193493,11251.2637316662,11387.6408193493,11251.2276895710
2023-07-08,11420.7418736867,11364.1819605344,11220.5577390769,11364.1819605344,11220.5208215753
2023-07-09,11374.0131028931,11315.5706248517,11167.1747615691,11315.5706248517,11167.1372980722
2023-07-10,11468.6094769040,11409.0348495082,11249.1785722034,11409.0348495082,11249.1392020160
2023-07-11,11547.9978354168,11485.6872146300,11318.8598544293,11485.6872146300,11318.8193811530
2023-07-12,11456.7048475063,11392.8166362528,11220.4626369493,11392.8166362528,11220.4215188542
2023-07-13,11861.7842310356,11794.9867253085,11604.3122507144,11794.9867253085,11604.2673358426
2023-07-14,11790.9765319536,11719.4527934158,11505.5649616589,11719.4527934158,11505.5048230173
2023-07-15,11961.2343844998,11886.9732199547,11667.5106530100,11886.9732199547,11667.4494425000
2023-07-16,11941.1634269874,11864.3956701809,11644.5372857232,11864.3956701809,11644.4760515293
2023-07-17,11787.5989243299,11709.1644752267,11491.3393321902,11709.1644752267,11491.2787527680
2023-07-18,11455.9664525292,11377.0402429575,11164.2454765291,11377.0402429575,11164.1864189080
2023-07-19,11638.2652189946,11555.0254028284,11339.4648749249,11555.0254028284,11339.4048082300
2023-07-20,11411.3239344333,11327.1570704385,11115.9743453239,11327.1570704385,11115.9153885016
2023-07-21,11457.7768963290,11372.3321436422,11159.1739234126,11372.3321436422,11159.1146803634
2023-07-22,11216.9697107535,11131.9060331456,10922.6105263589,11131.9060331456,10922.5524673176
2023-07-23,11326.4083037808,11237.8671438989,11028.4218837970,11237.8671438989,11028.3631170255
2023-07-24,10837.6941118032,10750.3569782672,10551.2611683538,10750.3569782672,10551.2049012089
2023-07-25,10824.2408405462,10735.4330520971,10537.2734785377,10735.4330520971,10537.2172419282
2023-07-26,11288.9258592782,11194.1240281573,10989.0266826671,11194.1240281573,10988.9679694478
2023-07-27,11248.3864372036,11152.6221455293,10948.1756951425,11152.6221455293,10948.1171259162
2023-07-28,11203.2295068027,11105.0147347261,10902.4107419336,11105.0147347261,10902.3523386739
2023-07-29,11289.6274673525,11187.8213664470,10984.9002476948,11187.8213664470,10984.8413311082
2023-07-30,11069.4916624106,10967.0775910530,10769.5073774483,10967.0775910530,10769.4495380111
2023-07-31,10941.5766589906,10838.7554616853,10643.7443556723,10838.7554616853,10643.6871204572
2023-08-01,11104.0104578845,10997.0241591850,10800.0472968306,10997.0241591850,10799.9891453150
2023-08-02,10799.0596239124,10693.0740048245,10501.3632038026,10693.0740048245,10501.3065994293
2023-08-03,10683.8506904537,10577.1738933675,10390.1363764032,10577.1738933675,10390.0803160063
2023-08-04,10649.3596522369,10540.0632424959,10358.5375387742,10540.0632424959,10358.4815567232
2023-08-05,10634.0480376130,10522.3639389574,10345.8164997665,10522.3639389574,10345.7605148067
2023-08-06,10640.0066186503,10525.1017778475,10353.7651231132,10525.1017778475,10353.7090277956
2023-08-07,10638.7714994367,10520.9929271087,10354.5243311970,10520.9929271087,10354.4681005505
2023-08-08,10993.7169079348,10869.1666042099,10702.0884365690,10869.1666042099,10702.0302342718
2023-08-09,10995.2377434430,10868.3377445636,10704.4353025766,10868.3377445636,10704.3770346693
2023-08-10,11025.8961669970,10895.4669354861,10733.7492800485,10895.4669354861,10733.6907839109
2023-08-11,11020.3337617961,10887.1315052424,10727.3943273272,10887.1315052424,10727.3358117548
2023-08-12,11086.0134808389,10948.7701305984,10790.2774988526,10948.7701305984,10790.2185864159
2023-08-13,10910.9054214027,10773.2839651301,10620.0165724809,10773.2839651301,10619.9585801198
2023-08-14,11148.4607537368,11005.0787924818,10852.4777937830,11005.0787924818,10852.4184770326
2023-08-15,10821.3621154109,10679.1308669616,10534.9115514575,10679.1308669616,10534.8539550383
2023-08-16,10489.8674926914,10349.0997882525,10213.9925041159,10349.0997882525,10213.9364882119
2023-08-17,9838.5896144990,9704.4706291810,9582.5232220837,9704.4706291810,9582.4702731790
2023-08-18,9660.7012985741,9529.4094369081,9418.9460177618,9529.4094369081,9418.8925229992
2023-08-19,9668.3187097400,9537.2727210404,9430.2651386675,9537.2727210404,9430.2111924754
2023-08-20,9689.0792796433,9558.2058830264,9454.2139190246,9558.2058830264,9454.1594954094
2023-08-21,9676.0043724091,9545.4945141538,9443.3454981793,9545.4945141538,9443.2910301634
2023-08-22,9661.7165478084,9531.3572998926,9430.7366137542,9531.3572998926,9430.6821507358
2023-08-23,9737.7062542466,9606.1667312006,9506.4918789714,9606.1667312006,9506.4369010214
2023-08-24,9687.0704121239,9555.9765912334,9456.8606828330,9555.9765912334,9456.8058926874
2023-08-25,9662.9081542914,9531.7596253016,9435.9507357799,9531.7596253016,9435.8958596986
2023-08-26,9654.9267630348,9523.3641689978,9430.0021347803,9523.3641689978,9429.9471840999
2023-08-27,9670.1976680861,9538.1801768028,9446.8364234092,9538.1801768028,9446.7812586107
2023-08-28,9673.4906458748,9541.0303075062,9452.3624397883,9541.0303075062,9452.3070629815
2023-08-29,9961.7425462216,9825.6388947877,9735.6049167732,9825.6388947877,9735.5478043387
2023-08-30,9662.6407885988,9528.9320665388,9446.2420598898,9528.9320665388,9446.1864730890
2023-08-31,9400.0733713043,9269.1027262981,9190.7265456916,9269.1027262981,9190.6724158620
2023-09-01,9377.3146125096,9246.0388475990,9170.0321160907,9246.0388475990,9169.9780213421
2023-09-02,9387.9614664785,9256.3297783090,9181.8992714382,9256.3297783090,9181.8449858757
2023-09-03,9404.7364175699,9272.5338629965,9198.6721800943,9272.5338629965,9198.6177897514
2023-09-04,9380.8391435369,9248.8421929044,9176.1078661370,9248.8421929044,9176.0535858664
2023-09-05,9375.2390244334,9243.0942549701,9170.8517623174,9243.0942549701,9170.7974868659
2023-09-06,9369.9273207897,9237.8108538510,9165.2225145216,9237.8108538510,9165.1682662824
2023-09-07,9462.3504503164,9328.2278379420,9254.8209477841,9328.2278379420,9254.7661256581
2023-09-08,9390.0012397792,9257.0493645056,9182.5446037692,9257.0493645056,9182.4901472549
2023-09-09,9388.1319008535,9255.4218863015,9179.1185931711,9255.4218863015,9179.0640870678
2023-09-10,9375.5136224337,9242.6693181408,9169.7810353698,9242.6693181408,9169.7262097860
2023-09-11,9232.5586489708,9101.5624184953,9032.8266399766,9101.5624184953,9032.7724589784
2023-09-12,9342.4157045084,9209.6703242327,9144.7180024861,9209.6703242327,9144.6624441095
2023-09-13,9410.4597503467,9276.4401440184,9214.0971366829,9276.4401440184,9214.0408022460
2023-09-14,9463.8286791328,9329.0886398212,9265.4222083219,9329.0886398212,9265.3655316146
2023-09-15,9478.9966912358,9343.8224203180,9279.6112606866,9343.8224203180,9279.5544853009
2023-09-16,9462.5474592240,9328.4343958350,9264.2443728470,9328.4343958350,9264.1875990549
2023-09-17,9451.0896546672,9316.8885407068,9257.6286064593,9316.8885407068,9257.5715464077
2023-09-18,9500.4153432757,9365.8974527392,9307.2354541641,9365.8974527392,9307.1777869120
2023-09-19,9597.5464271591,9461.7260926442,9400.0947884453,9461.7260926442,9400.0364002023
2023-09-20,9565.6074197153,9430.9352277377,9365.0440591401,9430.9352277377,9364.9856741353
2023-09-21,9369.2100828235,9236.2219157120,9170.0104334354,9236.2219157120,9169.9531437424
2023-09-22,9373.4630309774,9240.1273065879,9171.4209827562,9240.1273065879,9171.3635638646
2023-09-23,9371.9889577368,9237.8943765022,9167.2279643519,9237.8943765022,9167.1704513801
2023-09-24,9256.4681653444,9123.4593109421,9051.5150946095,9123.4593109421,9051.4581887801
2023-09-25,9266.8494022042,9133.0152658784,9060.0937689900,9133.0152658784,9060.0367440751
2023-09-26,9248.9265869552,9115.3233427451,9041.4902053575,9115.3233427451,9041.4332641212
2023-09-27,9281.5873697349,9146.6505453418,9073.2442436471,9146.6505453418,9073.1870865681
2023-09-28,9400.3179605126,9263.9277662433,9188.7226387709,9263.9277662433,9188.6647418790
2023-09-29,9358.2634936726,9223.0354440362,9144.8707820200,9223.0354440362,9144.8130413950
2023-09-30,9377.6012196326,9241.7211009400,9161.0187024091,9241.7211009400,9160.9607395766
2023-10-01,9735.8395490132,9595.0168246449,9508.1302476658,9595.0168246449,9508.0699638123
2023-10-02,9542.3914777499,9403.5617001885,9318.6117062914,9403.5617001885,9318.5525618066
2023-10-03,9577.5391465214,9438.5615737454,9355.0066792373,9438.5615737454,9354.9467723519
2023-10-04,9543.6493988445,9406.3124238989,9325.9798784490,9406.3124238989,9325.9193197238
2023-10-05,9391.6921917288,9259.4016227930,9182.4844884747,9259.4016227930,9182.4235696621
2023-10-06,9627.7710468187,9492.7670408272,9415.0805636582,9492.7670408272,9415.0173199912
2023-10-07,9609.5600164135,9475.2320448794,9400.6733857614,9475.2320448794,9400.6093245826
2023-10-08,9586.2536179721,9452.6257448727,9379.5959568925,9452.6257448727,9379.5316839739
2023-10-09,9298.9294312991,9169.5641486111,9102.6137348959,9169.5641486111,9102.5505694238
2023-10-10,9267.3294250923,9139.7807321113,9075.3027402376,9139.7807321113,9075.2393266251
2023-10-11,9159.3157563443,9033.2385901361,8969.7022641772,9033.2385901361,8969.6394501731
2023-10-12,8987.6754789076,8863.2810318099,8801.9412188590,8863.2810318099,8801.8794325488
2023-10-13,9123.1257087829,8997.4323653716,8935.3262685364,8997.4323653716,8935.2633480215
2023-10-14,9154.9271136762,9031.0273155705,8966.4170371680,9031.0273155705,8966.3537279180
2023-10-15,9191.7872553422,9067.3873674498,9000.5376879281,9067.3873674498,9000.4740700420
2023-10-16,9843.0405758495,9710.8003841892,9637.6245610835,9710.8003841892,9637.5562501335
2023-10-17,9820.8217759415,9689.4439811758,9613.9096745331,9689.4439811758,9613.8414426228
2023-10-18,9703.0434527585,9572.7116386998,9495.8848521031,9572.7116386998,9495.8173409061
2023-10-19,10083.2911342326,9949.8412603328,9865.6749832693,9949.8412603328,9865.6047508248
2023-10-20,10675.7183652338,10537.9525981059,10445.5566859479,10537.9525981059,10445.4820550666
2023-10-21,11171.2613598484,11027.2792467194,10929.6835408960,11027.2792467194,10929.6052167224
2023-10-22,11135.2614776455,10991.7779053922,10891.9146038109,10991.7779053922,10891.8364111368
2023-10-23,12248.9454957518,12089.8965929116,11972.2541891185,12089.8965929116,11972.1663384927
2023-10-24,12078.3622297302,11917.9521990658,11787.5722544936,11917.9521990658,11787.4799050473
2023-10-25,12634.8187900313,12463.2788527408,12322.6788333328,12463.2788527408,12322.5811112056
2023-10-26,12636.0138196281,12461.0321752612,12312.4739419236,12461.0321752612,12312.3745327394
2023-10-27,12387.4703741211,12212.2661100368,12059.1483630344,12212.2661100368,12059.0493309656
2023-10-28,12402.4861692512,12223.4017729136,12063.9914544000,12223.4017729136,12063.8911500205
2023-10-29,12718.7034525830,12531.2929303411,12373.5695667957,12531.2929303411,12373.4646428768
2023-10-30,13117.9988419296,12920.8679822911,12753.4335571487,12920.8679822911,12753.3244234894
2023-10-31,13798.9159335290,13587.8348164056,13405.9334803657,13587.8348164056,13405.8174608987
2023-11-01,14448.7066777218,14228.3622875793,14029.5651898053,14228.3622875793,14029.4425551228
2023-11-02,14189.3247302629,13968.7444824244,13768.7943390794,13968.7444824244,13768.6730604171
2023-11-03,14006.1235593952,13784.2551631596,13578.6581870449,13784.2551631596,13578.5368076429
2023-11-04,14601.2268821395,14365.6210168130,14137.2417784020,14365.6210168130,14137.1106268038
2023-11-05,14373.8753134855,14137.6958434627,13897.2189189764,14137.6958434627,13897.0857366797
2023-11-06,14557.2963498978,14313.4297062705,14061.3252246027,14313.4297062705,14061.1884162772
2023-11-07,14763.5518525530,14511.1078612209,14247.0801536358,14511.1078612209,14246.9391043601
2023-11-08,14844.9860242381,14586.2516533253,14299.2393648539,14586.2516533253,14299.0904912399
2023-11-09,15440.9771595173,15165.1716806870,14844.8853807220,15165.1716806870,14844.7221454075
2023-11-10,17507.2314490519,17188.6234578871,16811.3994194512,17188.6234578871,16811.2107244340
2023-11-11,17415.9809080611,17091.1769087169,16682.6293763157,17091.1769087169,16682.4245168876
2023-11-12,17391.2589255833,17054.0419788954,16623.5909982507,17054.0419788954,16623.3747337728
2023-11-13,16527.1204968871,16193.8937687997,15773.9982425233,16193.8937687997,15773.7867871465
2023-11-14,17154.8570131191,16797.8143352468,16357.6989532618,16797.8143352468,16357.4773843597
2023-11-15,19012.9549904203,18609.8048172123,18106.7439570919,18609.8048172123,18106.4938716421
2023-11-16,17478.8252163995,17098.4711759615,16633.6017028122,17098.4711759615,16633.3704212959
2023-11-17,17695.0256586974,17304.7744430438,16832.4307620949,17304.7744430438,16832.1963016168
2023-11-18,17691.5142417810,17296.1505851269,16820.3105197718,17296.1505851269,16820.0753120688
2023-11-19,18266.7181892206,17853.1430657344,17356.0413286650,17853.1430657344,17355.7973157553
2023-11-20,17611.3023676658,17207.4032015769,16716.7050248753,17207.4032015769,16716.4659560699
2023-11-21,16444.0462399463,16062.0974362984,15601.2218416000,16062.0974362984,15600.9981540995
2023-11-22,17768.2490156067,17350.3365753525,16842.1142528900,17350.3365753525,16841.8695529043
2023-11-23,17579.0981333027,17160.4853810099,16655.1077845077,17160.4853810099,16654.8650594312
2023-11-24,17732.3556628732,17304.9008658943,16785.7978630375,17304.9008658943,16785.5501300753
2023-11-25,18053.7530830690,17613.2656683308,17069.8235019214,17613.2656683308,17069.5662419873
2023-11-26,17782.2999496469,17343.2316181518,16800.7248259015,17343.2316181518,16800.4699304393
2023-11-27,17346.0447875813,16912.6733521517,16373.1727920003,16912.6733521517,16372.9205214798
2023-11-28,17971.6830963302,17517.4245125945,16956.1837070405,17517.4245125945,16955.9216235408
2023-11-29,18154.7094564082,17690.5164177994,17109.2112617248,17690.5164177994,17108.9405740340
2023-11-30,18121.8425500737,17653.1928599273,17072.2131522902,17653.1928599273,17071.9427237962
2023-12-01,18420.8382419369,17939.0734141006,17345.2268505474,17939.0734141006,17344.9514833892
2023-12-02,19206.3843843700,18697.0021180069,18064.2509000270,18697.0021180069,18063.9603947153
2023-12-03,19230.8513349113,18713.4596248547,18071.9958459819,18713.4596248547,18071.7032403535
2023-12-04,19511.9047312155,18977.0936325920,18310.6121075924,18977.0936325920,18310.3101422094
2023-12-05,19899.1282435455,19347.8980209486,18650.9543688305,19347.8980209486,18650.6403696811
2023-12-06,19962.6859252361,19398.7349853315,18683.7833698347,19398.7349853315,18683.4535000004
2023-12-07,20801.5571295036,20205.1293066049,19446.8960594336,20205.1293066049,19446.5447395508
2023-12-08,22122.8427082940,21471.4322004170,20641.3934240867,21471.4322004170,20641.0051942199
2023-12-09,21618.6281004878,20967.3307280986,20144.4422181141,20967.3307280986,20144.0564089481
2023-12-10,22021.6302751053,21342.3089403534,20508.4435126436,21342.3089403534,20508.0496746734
2023-12-11,20704.4848897186,20057.5737243846,19235.1662996621,20057.5737243846,19234.7797919203
2023-12-12,20521.3089582919,19872.4819485263,19027.3782255609,19872.4819485263,19026.9831453890
2023-12-13,21163.8741600757,20488.1045541783,19591.0990567694,20488.1045541783,19590.6825184914
2023-12-14,21959.9052558725,21252.3411325779,20287.5871844481,21252.3411325779,20287.1358091746
2023-12-15,21223.8561194805,20530.1552912639,19568.6218051198,20530.1552912639,19568.1658919078
2023-12-16,21486.3950997835,20777.8785861597,19800.9471434345,20777.8785861597,19800.4850274516
2023-12-17,20841.5089970838,20148.2120094558,19199.3030862027,20148.2120094558,19198.8545025467
2023-12-18,21686.6807841948,20958.0403606185,19971.6796990805,20958.0403606185,19971.2127206891
2023-12-19,21382.7265288770,20658.0657605191,19678.3673932040,20658.0657605191,19677.9055226411
2023-12-20,23083.8624780786,22290.2318832923,21212.7747403346,22290.2318832923,21212.2687744618
2023-12-21,24767.6410428503,23902.3357696144,22708.8642344663,23902.3357696144,22708.3050743845
2023-12-22,25333.7064879813,24429.1660131918,23183.4090714396,24429.1660131918,23182.8244110892
2023-12-23,26548.0906878477,25589.9461309415,24260.5389071512,25589.9461309415,24259.9191025467
2023-12-24,26894.5491544842,25907.9277199595,24532.1111550251,25907.9277199595,24531.4713403284
2023-12-25,28089.0996868739,27037.0717781269,25569.5948431824,27037.0717781269,25568.9106762674
2023-12-26,26767.0996835214,25744.8346481679,24316.0322031627,25744.8346481679,24315.3649722759
2023-12-27,26392.8450641722,25357.3764877190,23915.3435151396,25357.3764877190,23914.6629073603
2023-12-28,25499.2240243675,24458.9343265213,23039.5622457270,24458.9343265213,23038.8675376827
2023-12-29,25897.7153210608,24805.4483750112,23320.0012494110,24805.4483750112,23319.2503215569
2023-12-30,25399.5036008668,24301.9750111777,22822.1773950609,24301.9750111777,22821.4204272349
2023-12-31,25420.2563815205,24294.5914399950,22795.4242696627,24294.5914399950,22794.6502282068
2024-01-01,27013.5284457860,25790.8433013564,24160.5463986025,25790.8433013564,24159.6986944029
2024-01-02,26857.3410822362,25596.1263589330,23939.7501588336,25596.1263589330,23938.8643172489
2024-01-03,25196.4530980443,24000.7437299087,22416.4417620814,24000.7437299087,22415.5970660053
2024-01-04,26397.5515545762,25137.3008038279,23455.9042173974,25137.3008038279,23455.0136640502
2024-01-05,25770.4829023583,24532.8078465332,22878.8947886900,24532.8078465332,22878.0218037338
2024-01-06,24923.3841248764,23719.2753473995,22112.0349897790,23719.2753473995,22111.1897116521
2024-01-07,24336.8043270828,23154.0870187201,21571.0109437154,23154.0870187201,21570.1832577224
2024-01-08,26322.1786326005,25035.4641834999,23300.6040342970,25035.4641834999,23299.7019734004
2024-01-09,26285.4253394270,24993.0081100646,23231.2607272899,24993.0081100646,23230.3518665365
2024-01-10,26789.6810459018,25464.8292993621,23635.8958509135,25464.8292993621,23634.9592968046
2024-01-11,26423.5140074611,25109.2363381341,23273.6129065827,25109.2363381341,23272.6790574680
2024-01-12,24380.6368441367,23161.0200310557,21452.4871724278,23161.0200310557,21451.6216091100
2024-01-13,24892.8257953461,23640.4936792810,21896.6898756223,23640.4936792810,21895.8056610370
2024-01-14,24104.4452833196,22884.9089229615,21183.6367194731,22884.9089229615,21182.7779071092
2024-01-15,24429.3204246963,23186.3900761579,21458.5497357644,23186.3900761579,21457.6788187549
2024-01-16,25103.0496951509,23818.6938869941,22033.3440357346,23818.6938869941,22032.4459560718
2024-01-17,25151.7008564280,23857.6971516328,22057.9258996547,23857.6971516328,22057.0232751885
2024-01-18,24035.9965335343,22792.5544062428,21066.3659548753,22792.5544062428,21065.5020789565
2024-01-19,24105.7170507684,22851.8111923080,21113.6780177884,22851.8111923080,21112.8102992583
2024-01-20,23966.9704836217,22713.4663953378,20983.9965094744,22713.4663953378,20983.1333387477
2024-01-21,23730.7301138658,22482.8355078810,20768.8738581038,22482.8355078810,20768.0189437863
2024-01-22,22233.2830320230,21057.8139666721,19454.5064267205,21057.8139666721,19453.7053146316
2024-01-23,22384.8588102630,21195.0161881660,19579.3039593732,21195.0161881660,19578.4970426411
2024-01-24,23023.8875228594,21793.5386608955,20131.2568723719,21793.5386608955,20130.4259073877
2024-01-25,22747.1263328021,21525.1081914256,19882.1788451800,21525.1081914256,19881.3577930995
2024-01-26,23979.9511152874,22685.1234772442,20955.4163388913,22685.1234772442,20954.5505223626
2024-01-27,24324.9903220603,23004.9435943397,21248.5003598773,23004.9435943397,21247.6215772262
2024-01-28,24518.4334020876,23182.5336399656,21406.8399199483,23182.5336399656,21405.9526228114
2024-01-29,25617.3758354338,24215.1728520577,22354.6873800210,24215.1728520577,22353.7583290364
2024-01-30,25475.1448886702,24074.8309428608,22215.4965364932,24074.8309428608,22214.5678222229
2024-01-31,24810.2923243930,23440.9140488621,21643.0591910045,23440.9140488621,21642.1535415069
2024-02-01,25065.5672867549,23675.8714072270,21869.8405217023,23675.8714072270,21868.9249296983
2024-02-02,25454.5510202499,24036.0766731439,22203.2393495604,24036.0766731439,22202.3095408932
2024-02-03,25067.3639707441,23664.0254136451,21863.4824370510,23664.0254136451,21862.5666545589
2024-02-04,24626.5521488960,23241.2486236370,21475.7142503994,23241.2486236370,21474.8145169528
2024-02-05,24684.8555072778,23289.2840933203,21523.8592295363,23289.2840933203,21522.9572995392
2024-02-06,24955.0434020877,23538.0359078456,21750.4263961052,23538.0359078456,21749.5141466334
2024-02-07,25865.7781148134,24390.8110623256,22526.1193552645,24390.8110623256,22525.1712051629
2024-02-08,26346.7679274656,24838.2710611245,22919.6352315100,24838.2710611245,22918.6637790352
2024-02-09,27419.0360578050,25843.5752115030,23804.0760946797,25843.5752115030,23803.0508847661
2024-02-10,27864.2572399424,26255.5936049842,24158.0023448709,26255.5936049842,24156.9541268735
2024-02-11,27826.3081634277,26211.9702464058,24100.8748902379,26211.9702464058,24099.8245943632
2024-02-12,28833.3736937555,27152.4636951254,24942.6457165566,27152.4636951254,24941.5499975745
2024-02-13,28878.9790008547,27186.6861581633,24960.1752065232,27186.6861581633,24959.0753911911
2024-02-14,30064.2176830299,28290.9375515217,25954.3501426964,28290.9375515217,25953.1995980708
2024-02-15,29642.8988074066,27884.4977155226,25571.6508759044,27884.4977155226,25570.5149255646
2024-02-16,29298.6819982381,27546.7325686886,25254.3417790270,27546.7325686886,25253.2164021633
2024-02-17,28976.1498813517,27226.5953888934,24944.9512240041,27226.5953888934,24943.8329752787
2024-02-18,29556.6402549117,27756.2086491492,25427.3803566009,27756.2086491492,25426.2387491731
2024-02-19,29688.0317422361,27863.3923659152,25512.5312020168,27863.3923659152,25511.3806727081
2024-02-20,29789.6443378403,27938.6777431547,25575.2489005026,27938.6777431547,25574.0911442685
2024-02-21,29255.7378542307,27425.7707919655,25098.3734723340,27425.7707919655,25097.2343906920
2024-02-22,29212.8885748039,27395.8938127639,25064.4661171299,27395.8938127639,25063.3234284549
2024-02-23,28776.0844047737,26990.9887804113,24686.0721377385,26990.9887804113,24684.9452002539
2024-02-24,29334.9324179353,27523.3234231012,25169.4847962629,27523.3234231012,25168.3327444503
2024-02-25,29964.5260805337,28117.7403709372,25692.6475394130,28117.7403709372,25691.4651769529
2024-02-26,31021.2356362218,29093.8977662104,26575.9942554235,29093.8977662104,26574.7675019573
2024-02-27,31658.5229642324,29668.2023315893,27086.8739551822,29668.2023315893,27085.6156692374
2024-02-28,33861.3391998909,31695.1011691257,28873.4106268689,31695.1011691257,28872.0167791025
2024-02-29,34437.4510697368,32158.3577794561,29240.1268949654,32158.3577794561,29238.6265425443
2024-03-01,35305.2538272540,32910.6378567928,29902.0389354526,32910.6378567928,29900.4753738066
2024-03-02,35215.2722825338,32770.4908937820,29771.1833194924,32770.4908937820,29769.6087764610
2024-03-03,35714.5011826950,33188.7297890462,30121.0022112982,33188.7297890462,30119.3749162128
2024-03-04,37359.5389791857,34662.7296017901,31421.5617716733,34662.7296017901,31419.8273553035
2024-03-05,34988.1934250794,32377.3336089994,29276.5957777795,32377.3336089994,29274.8542854714
2024-03-06,36970.3889211587,34177.2084742969,30842.3897617766,34177.2084742969,30840.5122294406
2024-03-07,38268.4697559693,35332.1012739259,31860.9831264545,35332.1012739259,31859.0219852208
2024-03-08,38595.9344795084,35579.8518556810,32059.1392460901,35579.8518556810,32057.1356920704
2024-03-09,38678.8905880407,35619.5897535266,32056.0696978557,35619.5897535266,32054.0424327596
2024-03-10,38660.0147570372,35553.6768291624,31971.8722356294,35553.6768291624,31969.8255184100
2024-03-11,39651.2412636301,36416.2656137755,32739.9346549450,36416.2656137755,32737.8226935106
2024-03-12,39995.3101149059,36678.6759160170,32945.2341088402,36678.6759160170,32943.0799207511
2024-03-13,43279.0045172111,39623.2535050225,35539.6952674425,39623.2535050225,35537.3129143913
2024-03-14,43590.0452312855,39855.9329006511,35712.3577099591,39855.9329006511,35709.9323588851
2024-03-15,44292.0764519663,40466.6102796317,36235.2299023821,40466.6102796317,36232.7546166066
2024-03-16,42076.1762992138,38421.6706201955,34399.6604494971,38421.6706201955,34397.3071247740
2024-03-17,44390.0493906631,40516.7800117031,36258.1864630317,40516.7800117031,36255.7004536359
2024-03-18,43413.0540917811,39599.8782868857,35438.1969959015,39599.8782868857,35435.7649479499
2024-03-19,38999.7764592652,35551.7428153353,31819.2375308243,35551.7428153353,31817.0514703347
2024-03-20,43193.8051382404,39356.0626734506,35228.5741303467,39356.0626734506,35226.1529706725
2024-03-21,41569.4336108901,37858.9642083040,33891.9023007285,37858.9642083040,33889.5723760208
2024-03-22,40792.1472441276,37135.9504559532,33245.5168607109,37135.9504559532,33243.2306336743
2024-03-23,40598.0109384068,36945.6681683663,33076.1251411185,36945.6681683663,33073.8499863416
2024-03-24,42629.9747375455,38776.4431491078,34711.4335740191,38776.4431491078,34709.0438310580
2024-03-25,44084.3506040003,40072.4001898958,35851.7719756133,40072.4001898958,35849.2936236965
2024-03-26,44107.6980583059,40060.2805245634,35837.1848602865,40060.2805245634,35834.7019087963
2024-03-27,43526.4652038003,39492.7592257195,35309.9831839110,39492.7592257195,35307.5214330320
2024-03-28,44297.1605376664,40150.6206599258,35883.2254780279,40150.6206599258,35880.7102811476
2024-03-29,44811.3066857805,40576.9268347923,36226.5061368121,40576.9268347923,36223.9397458147
2024-03-30,44705.5020876986,40448.2629568142,36062.4724721340,40448.2629568142,36059.8803674091
2024-03-31,45918.1800240763,41510.5459728587,36960.7678027171,41510.5459728587,36958.0757149800
2024-04-01,44102.9291334204,39827.7836555829,35447.9598702494,39827.7836555829,35445.3630778067
2024-04-02,41715.5406072919,37655.3760271237,33507.2484496748,37655.3760271237,33504.7916343550
2024-04-03,42316.9446410294,38183.1408089414,33971.2123251698,38183.1408089414,33968.7194247380
2024-04-04,43332.9021791429,39088.1417589170,34769.5802398404,39088.1417589170,34767.0271196973
2024-04-05,42227.8134746476,38092.4289346687,33885.2111681844,38092.4289346687,33882.7197472224
2024-04-06,42999.8213057267,38791.3478139050,34490.6307051331,38791.3478139050,34488.0924311101
2024-04-07,43158.9632880759,38940.0841393346,34608.1375195648,38940.0841393346,34605.5896452317
2024-04-08,43865.1777843330,39566.2303506375,35155.9347385647,39566.2303506375,35153.3445724783
2024-04-09,42446.8682567782,38269.6140959249,33980.9891851105,38269.6140959249,33978.4788724224
2024-04-10,43439.3890400095,39141.8950940809,34737.4729386648,39141.8950940809,34734.8995138187
2024-04-11,43108.3916562958,38818.2344233115,34437.3691814033,38818.2344233115,34434.8112618819
2024-04-12,40635.6127281636,36574.3573512621,32444.3470055608,36574.3573512621,32441.9342972862
2024-04-13,37999.8129696990,34210.1649573907,30339.0529947962,34210.1649573907,30336.7932641246
2024-04-14,39579.3067831009,35639.8252459192,31586.3261209346,35639.8252459192,31583.9710501358
2024-04-15,37864.5925335496,34101.9506529342,30218.9762618154,34101.9506529342,30216.7207128594
2024-04-16,37602.4262891074,33881.6391244850,30009.6877846937,33881.6391244850,30007.4456583689
2024-04-17,36483.6389649025,32871.9607878245,29101.0591851353,32871.9607878245,29098.8835305021
2024-04-18,38074.6931318335,34305.2464053528,30371.9399706979,34305.2464053528,30369.6689607979
2024-04-19,38245.3269055711,34458.3903064753,30497.9965359750,34458.3903064753,30495.7154315547
2024-04-20,39374.4826671895,35471.6453186547,31390.9731841054,35471.6453186547,31388.6248885274
2024-04-21,39398.8797172582,35492.6251909165,31403.7804051056,35492.6251909165,31401.4309056080
2024-04-22,40853.0485932731,36800.3731684609,32554.1235380295,36800.3731684609,32551.6874411416
2024-04-23,40639.3240194755,36609.9381395648,32375.2332089381,36609.9381395648,32372.8096616538
2024-04-24,39615.5295667748,35694.4737528021,31554.8164511134,35694.4737528021,31552.4526429361
2024-04-25,39623.8762320877,35703.7954094125,31562.0388660279,35703.7954094125,31559.6729109404
2024-04-26,38853.3326202100,35021.3566898398,30949.4480679132,35021.3566898398,30947.1257913485
