date,btc_trend,p_riskoff,p_bad,core_meta_scale,core_scale,full_scale_cvar95,full_scale_cdar95,safe_total_scale,safe_total_cvar95,safe_total_cdar95,core_full_permission,trend_candidate_extra,pbad_adjusted_extra,risk_extra_capacity,extra_scale,total_scale,hmm_converged,pca_variance
2025-04-27,0.4589638334401873,1.9884993510532866e-11,0.06516034594134244,0.9446211978793144,0.9999999999988988,0.17149472855673525,0.21077771443201465,0.9446211999747902,0.16245295948727223,0.19999999999922272,True,0.22948191672009366,0.21452879563933003,0.0,0.0,0.9999999999988988,True,0.8954359173290947
2025-05-27,0.6699828260484257,2.049563090359099e-14,0.04515321434399132,0.8948762230575085,0.9999999999999979,0.18180996494965734,0.22143461822838253,0.8948762237560004,0.16367936927217264,0.1999999999502604,True,0.33499141302421287,0.31986547394853404,0.0,0.0,0.9999999999999979,True,0.8954785930800392
2025-06-26,0.6637749720384492,2.2989633903047732e-12,0.06073070087502886,0.8993438929319382,0.9999999999997686,0.18130630235777812,0.2205073551062275,0.8993438930483535,0.16395182349497947,0.19999999994489714,True,0.3318874860192246,0.3117317263816257,0.0,0.0,0.9999999999997686,True,0.8949267640552697
2025-07-26,0.7023218968778696,4.255917086585174e-17,0.16556025929325716,0.5611444115638733,1.0,0.2842248899909424,0.33501145771233176,0.5611444115638733,0.16638549695124466,0.19999999992526193,True,0.3511609484389348,0.2930226507617187,0.0,0.0,1.0,True,0.8919251763986669
2025-08-25,0.32980452426172635,4.188401744431552e-05,0.19184446840886946,0.6517476625740528,0.9999854137930242,0.2560393039263594,0.29388977242554015,0.6517476624576375,0.17240132826322171,0.19999999993837408,False,0.16490226213086318,0.13326667531294767,0.0,0.0,0.9999854137930242,True,0.8928064738505548
2025-09-24,0.14917973233354848,2.4467224287200057e-09,0.10478594809185139,0.6406384035944939,0.9999999991207419,0.2584675234070271,0.2989666486925366,0.6406384049914777,0.17043811972244896,0.1999999999494589,False,0.07458986616677424,0.06677389632244449,0.0,0.0,0.9999999991207419,True,0.8890147063374787
2025-10-24,0.1669661836865044,0.028546700578535616,0.23255232587649594,0.5857734680175781,0.9881751992198126,0.27997576814033626,0.32273826913745357,0.5857734689489007,0.17069628694265124,0.19999999991770767,False,0.0834830918432522,0.06406890466374278,0.0,0.0,0.9881751992198126,True,0.8854595905980911
2025-11-23,-0.6065754557362856,0.9996568471565326,0.9309155749990551,0.0,0.00034315284346742025,0.15676807431707687,0.17993867809693553,1.121416269452311,0.17455593403122827,0.1999999999573635,False,0.0,0.0,0.1214162694523111,0.0,0.00034315284346742025,True,0.8844806553034378
2025-12-23,-0.6295484484639027,0.9997076481698953,0.9875435642480476,0.0,0.0002923518301046757,0.1539901195520332,0.18210139485288254,1.106705013778992,0.1694342761287456,0.19999999998091625,False,0.0,0.0,0.106705013778992,0.0,0.0002923518301046757,True,0.8850017180579981
2026-01-22,-0.36404940433980515,0.9996060612139551,0.9202017693809186,0.0,0.0003939387860448784,0.1453917252415287,0.17367499668312228,1.164413933409378,0.16792410209130584,0.19999999995746162,False,0.0,0.0,0.16441393340937793,0.0,0.0003939387860448784,True,0.8855491509821126
2026-02-21,-0.8069792805367574,0.9999998979517829,0.9468665480944216,0.0,1.0204821709880463e-07,0.13881843432343474,0.16444137292704566,1.2348002783255652,0.16949659638145229,0.19999999996471768,False,0.0,0.0,0.23480027832556516,0.0,1.0204821709880463e-07,True,0.8875227913528063
2026-03-23,-0.5610789752172098,0.9999473525212432,0.11370018294748929,0.9746520444750786,0.9746533789810287,0.16865191758140408,0.20477533399382555,0.974652046454139,0.16460726499202777,0.1999999999914653,False,0.0,0.0,0.0,0.0,0.9746533789810287,True,0.8901954636543536
2026-04-22,-0.02245347008271173,0.9999774202121992,0.07672384058256877,1.0,1.0,0.1525245705039797,0.1944638552681851,1.0308297331212088,0.1570238409876883,0.19999999995297182,True,0.0,0.0,0.030829733121208847,0.0,1.0,True,0.892544245045029
2026-05-22,-0.36282911307139815,8.815298314871343e-05,0.03497029668028164,0.9844772703945637,0.9999986316250786,0.15978451038130367,0.20290995022663946,0.9844772738870233,0.1574086249589199,0.19999999998820753,False,0.0,0.0,0.0,0.0,0.9999986316250786,True,0.891618510511327
2026-06-21,-0.696491527667819,0.9997728993273325,0.9929533948629469,0.0,0.00022710067266751288,0.143837933574667,0.17348754159133947,1.165797868045047,0.16631517059118225,0.19999999999461995,False,0.0,0.0,0.16579786804504693,0.0,0.00022710067266751288,True,0.8911053275735702
2026-07-21,-0.30475716790612717,0.9903994801344018,0.9088907574750774,0.0,0.009600519865598178,0.1357313753484305,0.16331279325293935,1.2440559226088226,0.16697171450355863,0.1999999999548651,False,0.0,0.0,0.24405592260882258,0.0,0.009600519865598178,True,0.8916646204952757
