date,PIT_ALPHA_TOP1,PIT_ALPHA_TOP2_PRIMARY,PIT_ALPHA_TOP3,PIT_ALPHA_EQUAL_WEIGHT_ALL_ELIGIBLE,BTC_HOLD,BTC_DYNAMIC_GROSS_1_0,FIXED_V1_GROSS_1_0
2022-08-20,7772.7188792503,7330.5450507095,6761.1345106931,4895.4317065660,3664.1541699028,5187.0331718822,9813.8480376394
2022-08-21,7797.5728193094,7353.9851017548,6782.7538223485,4911.0852723374,3729.2455559278,5203.6191585287,9845.2286645044
2022-08-22,7790.0199525032,7346.8619018495,6776.1839271534,4906.3283083698,3709.1777051690,5198.5788410703,9835.6924020670
2022-08-23,7798.4915572935,7354.8515746437,6783.5529907202,4911.6639140105,3731.5872096137,5204.2322675931,9846.3886646410
2022-08-24,7787.9915259652,7344.9488682830,6774.4194911971,4905.0507600958,3703.6745590160,5197.2251943087,9833.1313072804
2022-08-25,7800.5193279542,7356.7639896444,6785.3168561586,4912.9410491984,3736.7731665554,5205.5854766626,9848.9489313158
2022-08-26,7714.6815000904,7275.8092974722,6710.6504351406,4858.8784707525,3508.3293366915,5148.3026046780,9740.5699442943
2022-08-27,7700.7237582136,7262.6455825324,6698.5092305299,4850.0875736164,3473.0658694529,5138.9880686393,9722.9468757316
2022-08-28,7667.3813952580,7231.1999973336,6669.5062260022,4829.0878097859,3389.5237776646,5116.7374321032,9680.8487517230
2022-08-29,7718.9092959870,7279.7965828439,6714.3280024352,4861.5412309015,3516.0736066164,5151.1239748961,9745.9079665626
2022-08-30,7686.4394465218,7249.1738756558,6686.0839576953,4841.0909955272,3433.9042681362,5129.4556000484,9704.9114795667
2022-08-31,7703.0854593832,7264.8729314291,6700.5635669249,4851.5750256864,3475.2185962315,5140.5641223342,9725.9287636332
2022-09-01,7708.7174273496,7270.1845084388,6705.4625596162,4855.1221647225,3489.3343827732,5144.3225503847,9733.0396959381
2022-09-02,7696.3384236911,7258.5097205799,6694.6946275523,4847.3255921271,3458.2047749283,5136.0615668590,9717.4099449270
2022-09-03,7688.0091001937,7250.6542349914,6687.4493280086,4842.0795984180,3437.4124154790,5130.5030900954,9706.8933269546
2022-09-04,7699.7598115146,7261.7364727584,6697.6707371540,4849.4804584862,3466.6007560196,5138.3447900670,9721.7297949948
2022-09-05,7685.6606848202,7248.4394160895,6685.4065483232,4840.6005140386,3431.3355555066,5128.9359025214,9703.9282137217
2022-09-06,7615.3445321838,7182.1234032886,6624.2417263818,4796.3138328338,3256.9282876792,5082.0112392330,9615.1469201633
2022-09-07,7651.9818636590,7216.6765130935,6656.1108741106,4819.3888413262,3343.9785268104,5106.4607345311,9661.4052770122
2022-09-08,7653.9044534325,7218.4897307291,6657.7832474807,4820.5997312454,3348.6462347127,5107.7437523638,9663.8327421205
2022-09-09,7799.4021552298,7355.7103705553,6784.3450784347,4912.2374289001,3702.2931393360,5204.8399444917,9847.5383871396
2022-09-10,7831.1586123117,7385.6602687706,6811.9685755982,4932.2383538405,3752.2513067589,5226.0322452636,9887.6341437026
2022-09-11,7850.9482728071,7404.3241365951,6829.1827008752,4944.7023233930,3783.1954542453,5239.2386440855,9912.6206026027
2022-09-12,7913.6485418093,7463.4575175591,6883.7228121498,4984.1923512265,3881.7962338374,5281.0809363713,9991.7860685698
2022-09-13,7673.0381721047,7236.5349718980,6674.4267988098,4832.6505740081,3496.6332011827,5120.5124160703,9687.9910077624
2022-09-14,7676.1912697474,7239.5086963666,6677.1695349898,4834.6364652276,3505.8438212322,5122.6165989593,9691.9721141928
2022-09-15,7640.3394093342,7205.6963738070,6645.9836328006,4812.0561639286,3414.8763820047,5098.6912786015,9646.7054944388
2022-09-16,7647.4188850046,7212.3731128147,6652.1417465850,4816.5149756007,3432.4552507554,5103.4156840139,9655.6440524254
2022-09-17,7668.9893538209,7232.7164824746,6670.9049159974,4830.1005379514,3486.2422212812,5117.8104844720,9682.8789629314
2022-09-18,7621.1233412241,7187.5734678887,6629.2684494424,4799.9534556533,3365.3567329996,5085.8676599594,9622.4432542572
2022-09-19,7629.6609927096,7195.6254301189,6636.6949640244,4805.3306589757,3386.3016205942,5091.5651619729,9633.2229075006
2022-09-20,7583.1248336295,7151.7366164459,6596.2152765380,4776.0211480823,3271.5553901627,5060.5097996743,9574.4662741317
2022-09-21,7553.2120878752,7123.5255446512,6570.1955399734,4757.1814336566,3199.8602287541,5040.5478781254,9536.6983906174
2022-09-22,7622.4578298669,7188.8320402451,6630.4292603963,4800.7939463639,3362.8348187784,5086.7582153706,9624.1281818805
2022-09-23,7614.5572267745,7181.3808860484,6623.5568852270,4795.8179703276,3343.4706774174,5081.4858401625,9614.1528670185
2022-09-24,7588.3092637034,7156.6261150640,6600.7249763786,4779.2864177722,3279.4417885866,5063.9695685387,9581.0121443345
2022-09-25,7580.1429827962,7148.9243969115,6593.6215001661,4774.1431119227,3259.8349888126,5058.5198963437,9570.7013842131
2022-09-26,7610.6447941503,7177.6910235877,6620.1536380947,4793.3538330011,3332.7087767988,5078.8749239413,9609.2130229526
2022-09-27,7600.0511428991,7167.7000231470,6610.9387028602,4786.6817151710,3306.9367200590,5071.8053744948,9595.8374609185
2022-09-28,7623.9773382685,7190.2651069706,6631.7510116204,4801.7509666450,3364.7743528083,5087.7722415571,9626.0467157651
2022-09-29,7636.6091522916,7202.1783233376,6642.7388519181,4809.7067648465,3395.7462326848,5096.2019351272,9641.9956655712
2022-09-30,7624.7587032221,7191.0020216954,6632.4306854431,4802.2430877198,3366.4712284253,5088.2936763339,9627.0332684806
2022-10-01,7616.8684917509,7183.5606679621,6625.5673494723,4797.2736565583,3347.1174867105,5083.0282358528,9617.0710740970
2022-10-02,7598.8243829477,7166.5430510206,6609.8716001934,4785.9090743929,3303.0663183710,5070.9867105677,9594.2885517236
2022-10-03,7639.8993766097,7205.2813736300,6645.6008683541,4811.7790215045,3402.2581445263,5098.3976279017,9646.1499083747
2022-10-04,7689.5525652029,7252.1098954830,6688.7919179957,4843.0517071050,3525.1022328560,5131.5331034443,9708.8421084926
2022-10-05,7677.3323522917,7240.5848650957,6678.1621107782,4835.3551444638,3493.9795581086,5123.3780870694,9693.4128469484
2022-10-06,7663.7868608700,7227.8099485390,6666.3795040818,4826.8238918587,3459.7317896561,5114.3386615574,9676.3102865093
2022-10-07,7634.0294828671,7199.7454059472,6640.4949148553,4808.0820315082,3385.1004614496,5094.4804228630,9638.7385705814
2022-10-08,7626.1400839619,7192.3048185548,6633.6322856987,4803.1131121189,3365.6652558391,5089.2155246384,9628.7774021451
2022-10-09,7627.6288691809,7193.7089098757,6634.9273122241,4804.0507822545,3369.3155316810,5090.2090480678,9630.6571448872
2022-10-10,7605.9349403053,7173.2491035429,6616.0567505234,4790.3874620049,3316.0780091333,5075.7318579810,9603.2663535012
2022-10-11,7600.7919543898,7168.3986914111,6611.5831010705,4787.1482947702,3303.6209661722,5072.2997463916,9596.7728107629
2022-10-12,7607.6491767388,7174.8658206271,6617.5478868027,4791.4671263436,3320.1789363138,5076.8758336455,9605.4307513290
2022-10-13,7623.3477847469,7189.6713674409,6631.2033916553,4801.3544597961,3358.2416416743,5087.3521163666,9625.2518404212
2022-10-14,7603.5212365637,7170.9727103924,6613.9571794570,4788.8672575551,3323.8881434846,5074.1211009770,9600.2188070639
2022-10-15,7590.4419559879,7158.6374829152,6602.5801083639,4780.6296349388,3305.2485108140,5065.3927958286,9583.7048852295
2022-10-16,7613.7258604958,7180.5968144701,6622.8337175266,4795.2943573032,3338.8029695150,5080.9310375854,9613.1031825452
2022-10-17,7647.9881721385,7212.9100143863,6652.6369435614,4816.8735253345,3388.5271448967,5103.7955911344,9656.3628353261
2022-10-18,7621.6963903408,7188.1139174316,6629.7669187964,4800.3143747678,3349.9756561613,5086.2500775951,9623.1667870436
2022-10-19,7590.4965282677,7158.6889506914,6602.6275783072,4780.6640057777,3314.7087223740,5065.4292140022,9583.7737882825
2022-10-20,7580.4071050725,7149.1734938201,6593.8512481172,4774.3094620231,3300.4872060952,5058.6961552602,9571.0348654470
2022-10-21,7595.0262383519,7162.9609749798,6606.5677670171,4783.5169182157,3321.7111508647,5068.4520631275,9589.4930079161
2022-10-22,7599.7780428417,7167.4424591845,6610.7011455457,4786.5097106638,3328.6407818315,5071.6231243608,9595.4926443229
2022-10-23,7650.8329533456,7215.5929619008,6655.1114893019,4818.6652319864,3392.0872904710,5105.6940226507,9659.9546609022
2022-10-24,7617.5374531853,7184.1915735703,6626.1492485877,4797.6949833897,3350.3708427197,5083.4746594538,9617.9157059385
2022-10-25,7699.2904498579,7261.2938121112,6697.2624608038,4849.1848440466,3480.4270857401,5138.0315670467,9721.1371781711
2022-10-26,7819.8595640286,7375.0039998696,6802.1400475797,4925.1219612270,3600.2864755893,5218.4919573457,9873.3679461799
2022-10-27,7717.1914909676,7278.1765001831,6712.8337620054,4860.4593189878,3517.6994179838,5149.9776177775,9743.7390630322
2022-10-28,7781.4935873584,7338.8205839035,6768.7672300455,4900.9582134365,3569.1308686287,5192.8888708644,9824.9269989764
2022-10-29,7828.4053021866,7383.0635887383,6809.5735963902,4930.5042577161,3606.8867844242,5224.1948559057,9884.1578096698
2022-10-30,7784.5778977414,7341.7294342767,6771.4501313181,4902.9007809056,3575.3082585151,5194.9471493789,9828.8212544962
2022-10-31,7751.7730757606,7310.7908104635,6742.9147092274,4882.2395723700,3551.6074646581,5173.0552345348,9787.4018306340
2022-11-01,7750.0607885325,7309.1759316984,6741.4252684731,4881.1611356843,3550.3733733003,5171.9125596497,9785.2398938762
2022-11-02,7670.2609859483,7233.9157740922,6672.0110509284,4830.9014402267,3492.8667959574,5118.6590933217,9684.4845278118
2022-11-03,7681.5477132690,7244.5604229448,6681.8288615023,4838.0100728233,3502.5696659304,5126.1911589893,9698.7351688665
2022-11-04,7876.7464017865,7428.6546636147,6851.6233195137,4960.9505604047,3665.6187867530,5256.4547241815,9945.1933639996
2022-11-05,7910.1499807609,7460.1579823802,6880.6795730710,4981.9888794491,3691.7652307586,5278.7462125129,9987.3687794573
2022-11-06,7815.0440622004,7370.4624419358,6797.9512616346,4922.0890507745,3623.5106189921,5215.2783884375,9867.2878854056
2022-11-07,7745.2801624725,7304.6672655228,6737.2668193720,4878.1501907685,3569.0078061478,5168.7222646782,9779.2038673061
2022-11-08,7290.4713744089,6875.7316045073,6341.6493474790,4591.7014723599,3214.7438558456,4865.2109313599,9204.9615202485
2022-11-09,6995.2653195052,6597.3192087508,6084.8630315732,4405.7741149453,2759.8598612999,4668.2086181264,8832.2338547273
2022-11-10,7127.6179538553,6722.1425767069,6199.9905664277,4489.1327559447,3050.7622334072,4756.5326030055,8999.3425152966
2022-11-11,7088.9243202784,6685.6501435547,6166.3327350581,4464.7626425266,2958.7530962780,4730.7108585140,8950.4878679271
2022-11-12,7069.6216171113,6667.4455310678,6149.5421918055,4452.6053695601,2913.9947519918,4717.8294249783,8926.1162421754
2022-11-13,7033.1208953781,6633.0212595606,6117.7918746759,4429.6164009301,2830.4110616184,4693.4710945962,8880.0303690185
2022-11-14,7055.5727357595,6654.1958613883,6137.3217091121,4443.7570707499,2880.6084209056,4708.4540680753,8908.3781007571
2022-11-15,7077.0542140575,6674.4553030156,6156.0074697215,4457.2865848875,2929.3324969707,4722.7894817502,8935.5006516837
2022-11-16,7059.1294359420,6657.5502282868,6140.4155207785,4445.9971598506,2888.1134989662,4710.8275904059,8912.8687964388
2022-11-17,7061.4018788203,6659.6933966109,6142.3922154469,4447.4283950580,2893.2786566153,4712.3440786224,8915.7379866705
2022-11-18,7062.0026616210,6660.2600021263,6142.9148090710,4447.8067814653,2894.6462101002,4712.7450040083,8916.4965360535
2022-11-19,7062.0201681499,6660.2765127451,6142.9300372039,4447.8178074677,2894.6860754110,4712.7566867859,8916.5186398265
2022-11-20,7030.0178336134,6630.0947245328,6115.0926624296,4427.6620234225,2821.8105541503,4691.4003025661,8876.1124379724
2022-11-21,6991.2370376651,6593.5200874955,6081.3590124788,4403.2370131988,2735.3305622898,4665.5203912839,8827.1477392449
2022-11-22,7026.7738069311,6627.0352437887,6112.2708312150,4425.6188630658,2812.5739349852,4689.2354392444,8872.0165243822
2022-11-23,7056.0946197604,6654.6880564926,6137.7756722599,4444.0857649333,2877.7745172961,4708.8023412686,8909.0370323816
2022-11-24,7055.7763900039,6654.3879301659,6137.4988586735,4443.8853367352,2877.0534751545,4708.5899743570,8908.6352349515
2022-11-25,7049.8994066277,6648.8452761640,6132.3867382250,4440.1838815294,2863.7401946502,4704.6680381341,8901.2149457747
2022-11-26,7045.0169168927,6644.2405411262,6128.1396825475,4437.1087805992,2852.7217694235,4701.4097656286,8895.0503059557
2022-11-27,7042.7216512826,6642.0758484081,6126.1431354231,4435.6631711262,2847.5583450488,4699.8780469286,8892.1522997042
2022-11-28,7026.0645277400,6626.3663140172,6111.6538615174,4425.1721432121,2810.1421510316,4688.7621100594,8871.1209872727
2022-11-29,7043.9760864074,6643.2589213248,6127.2343114639,4436.4532423457,2849.9415973198,4700.7151795594,8893.7361516200
2022-11-30,7099.5822910013,6695.7018044661,6175.6036188747,4471.4752701946,2974.9297460562,4737.8233308089,8963.9446398352
2022-12-01,7085.7134930771,6682.6219736422,6163.5397825617,4462.7403919436,2942.6440442006,4728.5681504783,8946.4338720580
2022-12-02,7094.3806881625,6690.7961100060,6171.0789812272,4468.1991847144,2962.6408307099,4734.3521019003,8957.3770872702
2022-12-03,7078.8754971724,6676.1729771179,6157.5917210386,4458.4336696136,2926.6684542503,4724.0048937674,8937.8002068330
2022-12-04,7095.5149547140,6691.8658504900,6172.0656280937,4468.9135710863,2964.8871543049,4735.1090414372,8958.8092141417
2022-12-05,7085.1104227973,6682.0532107776,6163.0151991636,4462.3605648309,2940.7339758350,4728.1656985698,8945.6724344999
2022-12-06,7094.3267227091,6690.7452145351,6171.0320391347,4468.1651960682,2961.9856529947,4734.3160886852,8957.3089503973
