seed,end_multiple,final_10k,cagr,max_drawdown,ann_vol,sharpe,calmar,turnover,avg_gross_exposure
2026080400,0.3022974279787428,3022.9742797874283,-0.20354586249850748,-0.9257500752461202,0.6421157181161995,-0.03401391761581124,-0.219871289175313,439.0798908014811,0.7031521111576122
2026080401,0.078119174600674,781.19174600674,-0.3843066784610969,-0.9217544854033217,0.5989813174458821,-0.5071596154709557,-0.41692954528226694,449.1378510219856,0.7031521111576122
2026080402,0.11566663232109942,1156.666323210994,-0.3365778358239909,-0.9478700483119412,0.6687241063881878,-0.28833069659430954,-0.3550885866932934,485.8949092221457,0.7031521111576122
2026080403,0.4416697462960471,4416.697462960471,-0.1439771183621782,-0.793954613385614,0.6265361326440521,0.06414098915312409,-0.18134174918163776,359.99052410131674,0.7031521111576122
2026080404,0.41866490941053147,4186.649094105314,-0.1526437800201309,-0.7839886962670123,0.6284725054998519,0.051434532367612376,-0.1947015062167978,386.2500198041281,0.7031521111576122
2026080405,0.2755930513331634,2755.9305133316343,-0.21743614854702165,-0.8329906242125655,0.6573034139539388,-0.05091440166052256,-0.2610307273897185,477.4859074363454,0.7031521111576122
2026080406,1.0405373879460142,10405.373879460143,0.007588044614869949,-0.7337857733295399,0.6288126077805428,0.3231117586195629,0.010340953573465088,424.8027046676805,0.7031521111576122
2026080407,0.7468806555880835,7468.806555880835,-0.0540067808837531,-0.8452244187118132,0.6274546130978658,0.22443866932571693,-0.06389638028449719,456.29235599559047,0.7031521111576122
2026080408,0.141570752315273,1415.70752315273,-0.3105766601274984,-0.9379201064652575,0.5609824959296816,-0.3818668990619339,-0.33113338544150595,382.6404708494646,0.7031521111576122
2026080409,0.15771013184738086,1577.1013184738085,-0.29627120562814824,-0.931192222472233,0.5960310300748579,-0.28858651829739707,-0.31816331631462125,413.49992421304626,0.7031521111576122
2026080410,0.35851894512343796,3585.1894512343797,-0.1772784187611005,-0.8743027245650495,0.6311902219253015,0.008102244323335884,-0.20276548817721396,402.6342879970254,0.7031521111576122
2026080411,0.0106733961587912,106.733961587912,-0.5783856510267373,-0.9893720673022249,0.5957519253518455,-1.1480664459453325,-0.584598726951988,484.0222454768069,0.7031521111576122
2026080412,0.20875166156400746,2087.5166156400746,-0.25771578182186206,-0.8914159435679478,0.5656612619485708,-0.24620936328044682,-0.289108337899296,467.2179698987279,0.7031521111576122
2026080413,0.045947637256179556,459.4763725617956,-0.44343425552500204,-0.9678728332176004,0.6133629536129677,-0.6463108207439138,-0.4581534270890189,476.71646011222083,0.7031521111576122
2026080414,0.22126188900520521,2212.618890052052,-0.24945157231444182,-0.8686241055156809,0.5805930915051993,-0.20376586973606087,-0.2871801170730215,405.3836403339325,0.7031521111576122
2026080415,0.060694167862205134,606.9416786220513,-0.413169439307684,-0.954771476101419,0.6147989623498956,-0.5597880910550168,-0.43274170798939515,516.8626594129444,0.7031521111576122
2026080416,0.09603128354826676,960.3128354826677,-0.3596463012767719,-0.9131437022355152,0.6453354028810772,-0.36889301609443237,-0.3938550968443442,482.4306446656971,0.7031521111576122
2026080417,0.07177898602708455,717.7898602708455,-0.3941412771948659,-0.939537254853608,0.6089696963799599,-0.5139599663323674,-0.4195057462157562,427.14645442934534,0.7031521111576122
2026080418,0.8817807724640171,8817.807724640172,-0.023649590879490923,-0.7173792337686639,0.6263291025278589,0.2738816605056675,-0.03296665106299592,445.2916293961719,0.7031521111576122
2026080419,0.029937028995165507,299.3702899516551,-0.4869939179281233,-0.9723523602774682,0.5617497983573598,-0.9027073990588864,-0.5008409891545446,469.34214362871774,0.7031521111576122
2026080420,0.2569808417536871,2569.808417536871,-0.2277768134549476,-0.8036699334515078,0.622434709404303,-0.10461693670086315,-0.28342084725842404,427.6673444008036,0.7031521111576122
2026080421,0.5334931595326519,5334.931595326519,-0.11265904175216257,-0.7202170527552735,0.5974796114254266,0.09829716826894008,-0.1564237354852574,406.5265759497348,0.7031521111576122
2026080422,0.08164023545279121,816.4023545279122,-0.37912126613937014,-0.920107723075501,0.6244167553785714,-0.45100933149121963,-0.41204008686302557,474.080224656109,0.7031521111576122
2026080423,0.32506131640730196,3250.6131640730196,-0.19246933722704207,-0.7536027758243288,0.6195931664381298,-0.03788273376736159,-0.25539892288282695,403.1318705660225,0.7031521111576122
2026080424,0.4973898773724407,4973.898773724407,-0.12440891227354134,-0.8527864337651755,0.5664941755131039,0.0473364255135113,-0.14588519158807203,379.3353044517455,0.7031521111576122
2026080425,0.31484614334281175,3148.4614334281173,-0.19735952066352103,-0.8146693614128313,0.6285620875630881,-0.03720481717456832,-0.24225720275186546,462.8337650315332,0.7031521111576122
2026080426,0.007997749429157892,79.97749429157892,-0.6009085820397886,-0.9922264891209129,0.6241663802161116,-1.1544274895061817,-0.6056163473041101,578.5353125400751,0.7031521111576122
2026080427,0.09090938314228718,909.0938314228717,-0.36628851368022664,-0.9178358881672494,0.6096251676773788,-0.43931557345356864,-0.399078439187683,453.0897382679922,0.7031521111576122
2026080428,0.1192140522793733,1192.140522793733,-0.3327543827180409,-0.9020568947893829,0.6211382513158223,-0.34062211183530205,-0.3688840300874084,440.2602019042699,0.7031521111576122
2026080429,0.25562539607605006,2556.2539607605004,-0.22855331554582348,-0.7889628979137537,0.5559238015902933,-0.1850817891262094,-0.2896882935182182,447.4766800730614,0.7031521111576122
2026080430,1.0115306361014682,10115.306361014682,0.0021833534254223075,-0.7782130287607515,0.6048846470336731,0.3054431161886761,0.0028055986532365585,357.04235428953064,0.7031521111576122
2026080431,0.041142136571544974,411.4213657154497,-0.45500850685326955,-0.969513505686631,0.5909266263057046,-0.726555930068513,-0.4693163160538155,452.43774419256147,0.7031521111576122
2026080432,0.4120471651795176,4120.4716517951765,-0.15520823834745512,-0.813389144106527,0.6295721762984798,0.0423373230388025,-0.19081670744197687,427.6208796351797,0.7031521111576122
2026080433,0.25664856964721794,2566.4856964721794,-0.22796685670321226,-0.7771966169583607,0.6271769104647064,-0.0982161895798599,-0.2933194145844125,412.96679088106237,0.7031521111576122
2026080434,0.27412693849349085,2741.2693849349084,-0.21822982838267935,-0.8619264291296782,0.6055053620158664,-0.10342276220614639,-0.2531884636639287,395.68188170860634,0.7031521111576122
2026080435,0.21954367935241645,2195.4367935241644,-0.2505638340501992,-0.9093493154632457,0.6045045365154653,-0.1745589794344181,-0.27554189549541325,444.6887931780537,0.7031521111576122
2026080436,0.16135801009960535,1613.5801009960535,-0.29320327826134873,-0.90336647496303,0.6139842264080909,-0.255781612472045,-0.32456736705150363,435.3840377600785,0.7031521111576122
2026080437,0.2574864159187651,2574.864159187651,-0.22748803133898188,-0.7993331357483976,0.5648302075117713,-0.17389986538382363,-0.28459727385877726,369.09349368583497,0.7031521111576122
2026080438,0.5862760040910194,5862.760040910194,-0.0965896712479144,-0.8421660434582269,0.6332401144667456,0.15301517987536042,-0.11469195653066655,448.62761269689247,0.7031521111576122
2026080439,1.0621162414449763,10621.162414449764,0.011530130294497676,-0.687786402503079,0.6373124754332291,0.33384707428680477,0.01676411492366783,414.08411986623344,0.7031521111576122
2026080440,0.1885873417846544,1885.8734178465438,-0.27192254939508953,-0.8990604524390284,0.5960897746317548,-0.23422414385101348,-0.30245190816412926,382.7060732171215,0.7031521111576122
2026080441,0.16627781379492115,1662.7781379492114,-0.2891533826055941,-0.8443369686284194,0.5959265235849146,-0.2744607105702671,-0.3424620659158255,440.33941097408797,0.7031521111576122
2026080442,0.17335349946011286,1733.5349946011286,-0.28349566663308434,-0.8806797610747215,0.5907083165211058,-0.26775275722672687,-0.32190550886184277,439.7751341180995,0.7031521111576122
2026080443,0.20654738817483023,2065.473881748302,-0.2592132561250742,-0.9143906946812392,0.6413225960463187,-0.15273915746826186,-0.2834819488352701,387.4528911532415,0.7031521111576122
2026080444,0.3745780264773702,3745.780264773702,-0.17039170565300976,-0.7968585671066755,0.644385077765223,0.02325754988472431,-0.2138292950425159,458.55853406753243,0.7031521111576122
2026080445,0.3383123153456719,3383.123153456719,-0.18630796043866082,-0.8117231788261123,0.6670178568532499,0.015421609736715804,-0.22952154786080317,495.893686445172,0.7031521111576122
2026080446,0.2996646216731729,2996.646216731729,-0.20487011570332037,-0.8758323912350527,0.5465041055137175,-0.14352947499006097,-0.2339147509883978,361.4117983509273,0.7031521111576122
2026080447,0.08829356324227793,882.9356324227792,-0.3697984449803252,-0.9378815373302084,0.6589611763555757,-0.3708634991055377,-0.3942912087095782,536.2359459909485,0.7031521111576122
2026080448,0.3735049058093654,3735.049058093654,-0.17084436623614563,-0.8841803556078068,0.624272856190225,0.012297417834741106,-0.19322343586643373,427.78405646383317,0.7031521111576122
2026080449,2.010614471084843,20106.14471084843,0.14209851131758744,-0.6834651309980615,0.6118736427353736,0.5197636813288776,0.2079089405923043,386.1550584559995,0.7031521111576122
2026080450,0.36189427450350076,3618.9427450350076,-0.17581051801287717,-0.7743437020729101,0.6157425711506872,-0.006364590230090618,-0.22704455081410777,348.2406589162512,0.7031521111576122
2026080451,0.05762262496947562,576.2262496947562,-0.41893837903273345,-0.9449665683049725,0.6433660421061632,-0.5187584669330569,-0.4433367201383657,467.649745573984,0.7031521111576122
2026080452,0.1115309520643963,1115.309520643963,-0.34115711370550306,-0.887794066494449,0.615990170260056,-0.3714302028042989,-0.38427505497147424,441.04484510027106,0.7031521111576122
2026080453,0.05146102294633841,514.6102294633841,-0.43130566565701967,-0.9655495069867205,0.6263855093518352,-0.5857338882231032,-0.44669451181538594,471.38584135939436,0.7031521111576122
2026080454,0.16728584978577168,1672.8584978577169,-0.2883355899325296,-0.8756200715478296,0.604089901686544,-0.2649094778210211,-0.3292930339329021,427.6816046058736,0.7031521111576122
2026080455,0.27437784327727405,2743.7784327727404,-0.2180937577405725,-0.9006561522271644,0.5824603921369996,-0.13376492648608956,-0.24214985619236037,376.2721353650397,0.7031521111576122
2026080456,2.6672715039316337,26672.715039316336,0.2051819879102259,-0.7141828403575561,0.6146044638573324,0.6047519185220445,0.2872961604727179,393.8240319390443,0.7031521111576122
2026080457,1.040611087049502,10406.11087049502,0.007601620372100548,-0.7026031335131275,0.5780649574043756,0.3009203510097874,0.010819223555254068,326.64630392617494,0.7031521111576122
2026080458,0.6816647758361327,6816.647758361327,-0.0703072264372896,-0.7247797397236688,0.6159895255071405,0.18980613461525933,-0.09700495555255875,356.5223538630745,0.7031521111576122
2026080459,0.520278538678335,5202.785386783349,-0.11688285560046296,-0.7894726289194897,0.6018951727343059,0.09276924673349042,-0.14805181499507397,391.59070996873663,0.7031521111576122
2026080460,0.47028976555247415,4702.897655524742,-0.13369132978435438,-0.7942321515833598,0.5853797040836956,0.04352117556469829,-0.16832777358336723,363.34221904151593,0.7031521111576122
2026080461,0.28563648910287415,2856.3648910287416,-0.21208919405218385,-0.7872666877261029,0.601335664007233,-0.09283233422888004,-0.26939942634276887,395.0066628298318,0.7031521111576122
2026080462,0.45200864304674143,4520.086430467414,-0.1402007628272327,-0.8199697179440794,0.6563496268192794,0.08924226118302026,-0.17098285431657145,441.42942704365885,0.7031521111576122
2026080463,0.07598105430577065,759.8105430577065,-0.38754853862786065,-0.9293430726119256,0.6139735273697591,-0.4890578657130802,-0.41701342598772767,442.70519255833256,0.7031521111576122
2026080464,0.3117488627660212,3117.488627660212,-0.19886761630729166,-0.8701432576468597,0.5786373550578102,-0.0921699285681539,-0.22854583375741147,410.29643800159454,0.7031521111576122
2026080465,0.11825671162125755,1182.5671162125755,-0.33377704067990566,-0.9452329638295611,0.6300205559279822,-0.3309454379303735,-0.353116166545468,501.98549520746656,0.7031521111576122
2026080466,0.19432495174734646,1943.2495174734645,-0.2677596163378366,-0.8823334907902896,0.6657062244548481,-0.1405753245495371,-0.3034675880862341,413.18872068880006,0.7031521111576122
2026080467,0.6299939251673932,6299.939251673932,-0.08414466796941,-0.6970064975513736,0.5737392860418192,0.13198435552891696,-0.12072293194541997,389.28802330180673,0.7031521111576122
2026080468,0.24789124870589246,2478.912487058925,-0.23304893111978064,-0.8609947802140274,0.5770327672661107,-0.1693868306251579,-0.2706740348203377,432.5375439555703,0.7031521111576122
