seed,end_multiple,final_10k,cagr,max_drawdown,ann_vol,sharpe,calmar,turnover,avg_gross_exposure
2026080428,0.8299741859,8299.7418594450,-0.0348311390,-0.7785981922,0.5699917097,0.2217229486,-0.0447357050,178.9413766434,0.7031521112
2026080429,0.9072275934,9072.2759340216,-0.0183511155,-0.8203171587,0.5502838892,0.2407091200,-0.0223707566,177.5088433819,0.7031521112
2026080430,1.6843059916,16843.0599160760,0.1042643615,-0.7681475695,0.5718641370,0.4578239767,0.1357348063,145.4741366127,0.7031521112
2026080431,0.1627703377,1627.7033770269,-0.2920305572,-0.8907398644,0.5582249507,-0.3361734957,-0.3278516757,191.2409324691,0.7031521112
2026080432,0.6385507557,6385.5075571063,-0.0817911526,-0.7557526133,0.5496984409,0.1204453916,-0.1082247698,165.3585696060,0.7031521112
2026080433,1.1434421333,11434.4213328071,0.0258275069,-0.7351642346,0.5561963451,0.3251139381,0.0351316151,165.5255373630,0.7031521112
2026080434,0.5025946992,5025.9469922817,-0.1226732433,-0.8608267254,0.5430919966,0.0316506859,-0.1425063136,170.3117346916,0.7031521112
2026080435,0.4901478983,4901.4789830141,-0.1268485533,-0.7976363473,0.5442690995,0.0241903093,-0.1590305578,171.1611375015,0.7031521112
2026080436,0.6821548730,6821.5487302821,-0.0701801066,-0.8009426159,0.5602667185,0.1523709784,-0.0876218910,171.9012063032,0.7031521112
2026080437,0.6626220266,6626.2202662932,-0.0753047554,-0.7303474655,0.5519613260,0.1341129129,-0.1031081218,172.4033184729,0.7031521112
2026080438,0.5796795523,5796.7955232123,-0.0985322102,-0.8215552402,0.5614992647,0.0968245706,-0.1199337615,185.1939512018,0.7031521112
2026080439,0.9898049666,9898.0496663223,-0.0019475010,-0.7788787445,0.5682785970,0.2798823174,-0.0025003905,165.3453723617,0.7031521112
2026080440,0.4959405005,4959.4050050710,-0.1248948579,-0.8814985539,0.5547435685,0.0397055925,-0.1416846997,163.0381339670,0.7031521112
2026080441,0.7338171016,7338.1710162448,-0.0571769651,-0.8063047109,0.5683229511,0.1813424486,-0.0709123540,160.6502880864,0.7031521112
2026080442,0.6195004631,6195.0046308971,-0.0870664438,-0.8196508570,0.5425982510,0.1040055730,-0.1062238185,171.4012453314,0.7031521112
2026080443,0.3719339472,3719.3394715925,-0.1715089264,-0.8585538085,0.5761181053,-0.0366330352,-0.1997649125,170.4043088729,0.7031521112
2026080444,0.7836434968,7836.4349676927,-0.0453202615,-0.7018917067,0.5740869347,0.2042047022,-0.0645687377,189.9701342228,0.7031521112
2026080445,0.6049160276,6049.1602755421,-0.0911945931,-0.8533713144,0.5459547148,0.0985635856,-0.1068639074,174.3910505377,0.7031521112
2026080446,0.7143275447,7143.2754469452,-0.0619926042,-0.7991566095,0.5289203538,0.1445669379,-0.0775725352,158.9546892072,0.7031521112
2026080447,0.1781092113,1781.0921126597,-0.2797972225,-0.8638978742,0.5899589770,-0.2608360151,-0.3238776606,208.1292981865,0.7031521112
2026080448,0.5258842083,5258.8420825103,-0.1150806162,-0.8384283415,0.5563699660,0.0607891084,-0.1372575455,178.4709701602,0.7031521112
2026080449,1.6606448780,16606.4487801422,0.1012963852,-0.7945978875,0.5590943090,0.4534305446,0.1274813170,161.2622838700,0.7031521112
2026080450,0.9607705518,9607.7055182203,-0.0075842083,-0.7919382646,0.5613918186,0.2671540169,-0.0095767671,152.7050101197,0.7031521112
2026080451,0.2706138172,2706.1381718789,-0.2201457365,-0.8243976960,0.5959689399,-0.1167632005,-0.2670382724,191.2806061791,0.7031521112
2026080452,0.2248132726,2248.1327255189,-0.2471746178,-0.8346759897,0.5517891648,-0.2364266907,-0.2961324165,182.7546915768,0.7031521112
2026080453,0.3136491785,3136.4917854591,-0.1979409040,-0.8913404603,0.5568680813,-0.1144197988,-0.2220710411,170.1398498476,0.7031521112
2026080454,0.6926067087,6926.0670871272,-0.0674865900,-0.7375538042,0.5464363796,0.1461669090,-0.0915005652,182.7206815910,0.7031521112
2026080455,0.4149806487,4149.8064869192,-0.1540673921,-0.8713582349,0.5440402303,-0.0333782257,-0.1768129180,169.2535413991,0.7031521112
2026080456,1.7892911240,17892.9112402727,0.1170397133,-0.7864166989,0.5621477087,0.4755477283,0.1488265871,176.3250255571,0.7031521112
2026080457,2.5536473493,25536.4734926081,0.1952424349,-0.7420278864,0.5522982577,0.5978724363,0.2631200775,164.9532446972,0.7031521112
2026080458,1.9409454181,19409.4541809250,0.1344622119,-0.6764316989,0.5803455333,0.5071627568,0.1987816539,170.6451177408,0.7031521112
2026080459,0.6864203760,6864.2037596280,-0.0690768454,-0.7600330679,0.5668833420,0.1581097720,-0.0908866316,169.0175569066,0.7031521112
2026080460,0.9756033999,9756.0339988700,-0.0046876019,-0.7672959104,0.5392003480,0.2610417561,-0.0061092491,170.6033167711,0.7031521112
2026080461,0.6082487718,6082.4877179619,-0.0902442069,-0.7917681880,0.5618955762,0.1146401280,-0.1139780661,155.1524957158,0.7031521112
2026080462,0.4941600015,4941.6000152601,-0.1254933985,-0.8730584448,0.5594781364,0.0414978656,-0.1437399744,187.2310519389,0.7031521112
2026080463,0.4938536229,4938.5362294412,-0.1255965681,-0.8463036678,0.5703434626,0.0506932560,-0.1484060307,187.3017553930,0.7031521112
2026080464,0.7698097026,7698.0970258562,-0.0485494677,-0.8192787389,0.5455277647,0.1826468572,-0.0592587912,162.5337191876,0.7031521112
2026080465,0.2840443594,2840.4435936966,-0.2129265558,-0.9068056121,0.5514698314,-0.1564773615,-0.2348094817,176.7630907394,0.7031521112
2026080466,0.4326596798,4326.5967983578,-0.1473269386,-0.8190451802,0.5528860555,-0.0102606524,-0.1798764490,180.4874646158,0.7031521112
2026080467,0.9355141913,9355.1419129160,-0.0126007634,-0.7054699297,0.5341712193,0.2435221506,-0.0178615173,158.3941094410,0.7031521112
2026080468,0.4913007627,4913.0076274084,-0.1264582371,-0.7904170749,0.5336968676,0.0139113931,-0.1599892527,176.6974532259,0.7031521112
2026080469,0.6818234241,6818.2342412970,-0.0702660686,-0.8031094231,0.5569424405,0.1478559181,-0.0874925217,175.6177973549,0.7031521112
2026080470,0.5352533956,5352.5339555288,-0.1121028274,-0.8722152425,0.5736400321,0.0790891631,-0.1285265631,190.7789224662,0.7031521112
2026080471,0.3006512376,3006.5123761280,-0.2043727663,-0.8481305346,0.5717291767,-0.1178728974,-0.2409685279,192.6101312587,0.7031521112
2026080472,0.6056956010,6056.9560101769,-0.0909719059,-0.7340194886,0.5659822420,0.1158381996,-0.1239366356,159.5669114768,0.7031521112
2026080473,0.3661826486,3661.8264861925,-0.1739614487,-0.7901742039,0.5470751661,-0.0751674541,-0.2201558186,177.9594342339,0.7031521112
2026080474,1.3824035469,13824.0354692901,0.0635393934,-0.7319199405,0.5298180770,0.3833702624,0.0868119448,152.8430134276,0.7031521112
2026080475,0.4505271164,4505.2711635771,-0.1407375794,-0.8573834545,0.5720421744,0.0233725240,-0.1641477668,186.6845638516,0.7031521112
2026080476,0.1805400121,1805.4001208646,-0.2779376206,-0.8815481367,0.5621167661,-0.2959914642,-0.3152835438,205.4252464705,0.7031521112
2026080477,0.6581790388,6581.7903883366,-0.0764874676,-0.8388362955,0.5428412772,0.1263724529,-0.0911828304,161.7466207882,0.7031521112
2026080478,0.6706899156,6706.8991557411,-0.0731734235,-0.8184781335,0.5480340585,0.1355253880,-0.0894018063,170.1933200016,0.7031521112
2026080479,2.2570321911,22570.3219112239,0.1674950114,-0.6680495111,0.5772881750,0.5558954758,0.2507224519,161.1477854317,0.7031521112
2026080480,0.2826604531,2826.6045306749,-0.2136574982,-0.8654235655,0.5395453855,-0.1721374579,-0.2468819972,174.8275576926,0.7031521112
2026080481,1.3359928139,13359.9281390917,0.0566527035,-0.7667408056,0.5676249225,0.3811182295,0.0738876855,160.8611975556,0.7031521112
2026080482,0.3553004851,3553.0048509726,-0.1786885584,-0.8738443894,0.5880575414,-0.0391859923,-0.2044855590,213.0676330201,0.7031521112
2026080483,1.4921878125,14921.8781248018,0.0791136913,-0.6550105147,0.5705375890,0.4194149477,0.1207823226,159.0545743618,0.7031521112
2026080484,0.4349238747,4349.2387474294,-0.1464798660,-0.8987515487,0.5851424243,0.0250030178,-0.1629814894,183.5727833784,0.7031521112
2026080485,0.5983949301,5983.9493010402,-0.0930665219,-0.7801348659,0.5666318384,0.1118236120,-0.1192954269,177.7507893384,0.7031521112
2026080486,0.6074202313,6074.2023126513,-0.0904800841,-0.8653777259,0.5339258590,0.0908316491,-0.1045555962,172.1955912636,0.7031521112
2026080487,0.6072760200,6072.7602002813,-0.0905211662,-0.7809920030,0.5174672826,0.0764526868,-0.1159053689,171.4117779423,0.7031521112
2026080488,0.2407306153,2407.3061533322,-0.2373136069,-0.8718401045,0.5239870815,-0.2530258931,-0.2721985438,182.5219878808,0.7031521112
2026080489,1.1472790010,11472.7900102072,0.0264814452,-0.7208615056,0.5616042151,0.3293684121,0.0367358293,151.8735930438,0.7031521112
2026080490,2.1497742838,21497.7428376230,0.1567314633,-0.7137804722,0.5662106766,0.5409551943,0.2195793657,167.3858867027,0.7031521112
2026080491,0.9491986089,9491.9860891733,-0.0098692674,-0.8154602966,0.5791725848,0.2722025705,-0.0121026952,177.6694097207,0.7031521112
2026080492,0.3876836649,3876.8366493229,-0.1649465496,-0.8791630682,0.5519163034,-0.0496470691,-0.1876176963,171.8462248855,0.7031521112
2026080493,0.7440618171,7440.6181711719,-0.0546870185,-0.7441516270,0.5368210851,0.1645702116,-0.0734890801,163.3934710592,0.7031521112
2026080494,0.6063777039,6063.7770393171,-0.0907772516,-0.8459499319,0.5760399328,0.1236938054,-0.1073080666,170.6751220556,0.7031521112
2026080495,0.8206402053,8206.4020530905,-0.0369054844,-0.6752705520,0.5459552166,0.2029242861,-0.0546528859,156.5483512273,0.7031521112
2026080496,0.8474166645,8474.1666453846,-0.0310049070,-0.8099676032,0.5590409850,0.2211409161,-0.0382791940,171.4654994672,0.7031521112
2026080497,0.2003751896,2003.7518960540,-0.2634763114,-0.8592951432,0.5561262535,-0.2687833462,-0.3066191093,200.3678573796,0.7031521112
2026080498,0.3746717880,3746.7178802420,-0.1703522053,-0.8533076803,0.5576767269,-0.0516421901,-0.1996374922,178.0390394818,0.7031521112
2026080499,0.3933947951,3933.9479510675,-0.1626202125,-0.8239377952,0.5602177455,-0.0349095967,-0.1973695265,170.0977763941,0.7031521112
