date,PIT_ALPHA_0018_ELIGIBILITY_EXIT,PIT_ALPHA_0016_DAILY_TOP2,BTC_DYNAMIC_GROSS_1_0,FIXED_V1_GROSS_1_0
2021-08-27,8730.6270610028,7587.6995963493,6972.5769177155,9263.7434475099
2021-08-28,8904.4013281998,7654.3953571939,6947.7742728968,9514.4116138622
2021-08-29,8884.7289404211,7558.8592873266,6929.6543458428,9403.9500834352
2021-08-30,8411.4713611981,7207.4329666374,6676.0265212096,9729.2410583706
2021-08-31,8319.7414499607,7265.9649997335,6692.7908640094,9901.3064214834
2021-09-01,8705.5867336064,7651.5787520573,6935.7203722382,10515.3263033615
2021-09-02,8699.4808257706,7618.9781675569,6997.6907501145,11079.6191667899
2021-09-03,8780.8846585738,7786.3925705377,7104.6170762448,11845.0996139284
2021-09-04,8935.2647217383,7658.7983568696,7092.7521616509,11566.2371534097
2021-09-05,9140.4991182983,7873.9758337208,7354.3827646066,11844.8640893481
2021-09-06,9134.8166613236,8210.1900888926,7483.2655770009,12521.9015633573
2021-09-07,7949.4229989553,7254.6354321824,6659.0916646671,11772.4844488737
2021-09-08,8014.7069189666,7333.6983407399,6543.2247346297,12198.4246331129
2021-09-09,8019.5137518880,7622.3189082013,6592.5074691038,12070.9280728247
2021-09-10,7654.7342244807,7729.6042096885,6373.0804384059,11502.4358950822
2021-09-11,7825.6056414807,7700.2825990805,6418.9457932874,11582.4929167217
2021-09-12,8000.3515731323,8039.5261811781,6539.9466079269,11699.5784352542
2021-09-13,7690.5749360011,7848.5153371019,6385.8433920445,11362.4856370665
2021-09-14,8010.0408804261,8070.6564461061,6694.3013315799,11457.9034085937
2021-09-15,8253.4728930695,7995.4756440685,6837.8014345642,11736.3620757983
2021-09-16,8151.3535467252,7839.2458917186,6783.2952957731,11488.6828692296
2021-09-17,7971.5346810961,7572.4626082245,6721.0805148656,11121.6428773543
2021-09-18,8085.2897738710,7938.7274102554,6862.1465341734,11801.5338586464
2021-09-19,7860.6156914187,7599.5754322188,6712.8063355027,11189.2412996129
2021-09-20,7040.7563380734,6812.0232875029,6112.2952994243,9955.8334372965
2021-09-21,6584.2684238665,6238.5393815879,5788.1429908243,9328.9947329312
2021-09-22,7411.7334317748,6990.4495819157,6187.3199252496,10440.8882808173
2021-09-23,7770.7620346419,7230.3237772668,6375.1194985786,10645.3027085391
2021-09-24,7515.0014150417,6873.5875018056,6083.1587636462,9984.5905554653
2021-09-25,7387.0420779230,6689.3115275418,6063.2754403034,9856.4558695480
2021-09-26,7443.6004664032,6652.1282890605,6132.9388298697,10012.8343436246
2021-09-27,7285.3568409920,6523.5023287846,5988.9186599703,9810.6036002490
2021-09-28,7316.8565874293,6496.6912308419,5829.6574033721,9492.3581458017
2021-09-29,7386.0791985597,6562.5621746338,5900.3836619344,9859.4607419411
2021-09-30,7847.8282378772,6947.1958201438,6227.1760916500,10366.7633030897
2021-10-01,9666.4925859379,8414.6325487563,6840.6717492324,11520.8843680123
2021-10-02,9584.3369783095,8422.7398583447,6768.6709004437,11695.8385808700
2021-10-03,10423.4921429101,9090.2200584409,6848.9700847088,11871.5160956743
2021-10-04,10452.6600351856,9037.3359345435,6994.6072932679,11803.0173111214
2021-10-05,10595.8963946959,9080.2858062480,7313.9013811498,12065.8567126234
2021-10-06,10951.4789562373,9104.3377868782,7859.9730629863,12101.3028179056
2021-10-07,10773.4725983030,8956.9236520879,7642.5993019396,12003.2125364165
2021-10-08,10913.6183701700,8917.2982674139,7666.2168762468,12011.2499545708
2021-10-09,10980.4462337627,8970.7880463098,7808.0686797187,12066.0350467199
2021-10-10,10573.0177243582,8636.5760601917,7766.7588836621,11636.4945866967
2021-10-11,10794.3296561046,8708.8862695697,8166.3791538183,11822.9639009860
2021-10-12,10927.8867448399,8650.8923125137,7956.8717600999,11979.5993689095
2021-10-13,10967.5323505708,8844.5472422452,8151.5515629456,12155.3751426353
2021-10-14,11294.6905854734,8865.1356381426,8148.8432363329,12222.9248661455
2021-10-15,11804.9078481770,9290.5610085733,8763.3292945707,12964.5697861654
2021-10-16,11603.1393706458,9126.5580582815,8650.1010647010,12711.3894036303
2021-10-17,11707.6731774420,9171.4520209125,8742.8548569200,12845.4568348357
2021-10-18,11649.2190005125,9104.1042911198,8811.2749171127,12676.1248868278
2021-10-19,11825.4042427535,9067.9940226915,9133.9366514122,12849.8387496277
2021-10-20,12576.6842159543,9608.2015062551,9378.4562002913,13867.7828281031
2021-10-21,12364.3597641748,9473.3765175170,8837.3223122528,13886.7020246799
2021-10-22,12516.5802089622,9392.9425250971,8623.4796066272,13837.7092787410
2021-10-23,12538.1351319162,9564.2395810631,8708.5275986256,14161.2643658338
2021-10-24,12537.9102747297,9542.7939960446,8646.7831514583,14137.2343541481
2021-10-25,13063.3855615381,9887.9477204752,8963.1657171841,14644.1398120463
2021-10-26,12518.1745157454,9499.1974617686,8572.4093197508,14109.3895792537
2021-10-27,11880.1173831826,9040.5480169173,8300.2452303420,13340.6209327111
2021-10-28,12418.6273842054,9545.5724870617,8607.5180993658,14211.0283643557
2021-10-29,12928.9894281405,9812.7702475030,8845.9275724661,14611.9370821074
2021-10-30,12843.9287749780,9670.7197953617,8789.8683376688,14343.0328136403
2021-10-31,12807.6966968769,9688.3689443204,8710.3819355771,14437.6156188211
2021-11-01,12770.8423177390,9688.2404815761,8655.1511133796,14482.7997814338
2021-11-02,13401.6331471899,10225.6724824782,8983.2309218523,15385.6843233480
2021-11-03,13754.6240816189,10485.6571331274,8937.2618377774,15927.8249525350
2021-11-04,13726.2427312450,10512.4885450334,8723.9107801098,15812.5526740272
2021-11-05,13658.0489701073,10315.6792944064,8658.8469987519,15459.5880559328
2021-11-06,14182.2590226536,10641.9115814962,8734.6531458978,16066.1150497056
2021-11-07,14327.1383294403,11364.4631542593,8990.8472023581,16132.8458391519
2021-11-08,14622.0745729646,11883.7619807430,9595.0683332874,16558.6236842798
2021-11-09,14348.8177108846,11692.9171044691,9512.9133911229,16207.0183951237
2021-11-10,13841.1314908501,11298.8993694082,9219.4549771507,15800.4122656122
2021-11-11,13940.2700631892,11246.8972346797,9204.0845841972,15932.1370605645
2021-11-12,13729.7708028047,11146.7364360369,9111.4345211717,15707.3872754461
2021-11-13,13924.8961534910,11246.2413717523,9148.0622940442,15981.5569649123
2021-11-14,13998.1189594077,11339.0451548963,9309.9224642702,16033.9771843895
2021-11-15,13792.0393869363,11064.4579984560,9038.1860801658,15725.7786500713
2021-11-16,12913.6682289707,10361.0631031456,8534.0522533381,14657.6944996007
2021-11-17,12991.7192865227,10374.3561363946,8574.6913620069,14617.7060909512
2021-11-18,11991.4027542006,9647.1406009146,8084.0025437883,13442.1270154807
2021-11-19,12609.5070712761,10319.0122178751,8248.9205937994,14335.8271344891
2021-11-20,12843.4703616190,10866.1235448524,8484.1258294854,14701.9323775159
2021-11-21,12837.0567133443,10904.6240427182,8329.8833607131,14760.6669048296
2021-11-22,12335.5004948273,10985.1659686472,7992.4309801851,14035.8609328840
2021-11-23,12771.5946336504,11153.0454799588,8176.3144212243,14503.8458036215
2021-11-24,12609.1866077630,11141.2454941297,8119.0530645412,14103.7435135833
2021-11-25,12825.4353507793,11463.7037213222,8377.9597104578,14878.5553256578
2021-11-26,11680.0983606769,10375.9503209198,7634.2597589754,13482.9689147119
2021-11-27,11845.1437223609,10743.8947567194,7775.5730232101,13715.9223647523
2021-11-28,12369.5257438048,11005.8086022895,8138.4617913002,14271.9349120304
2021-11-29,12506.6315870130,11173.3992924657,8209.7038539340,14469.4302081496
2021-11-30,12541.3164588839,11258.2383181377,8092.3776104490,14614.5704005514
2021-12-01,12775.0123388018,11210.9807812385,8125.5581638240,14608.6614936463
2021-12-02,12739.5030437581,11100.6583099253,8025.5618003852,14545.4824598298
2021-12-03,11932.1513924145,10517.6615532067,7616.4297052839,13505.7063804545
2021-12-04,11062.9844275928,9906.1601841893,6984.3096841588,12656.7420209394
2021-12-05,11077.3266310091,9919.0026649291,6993.3642381869,12673.1503933673
2021-12-06,11154.4546612980,9988.0656404520,7042.0568900109,12761.3896554163
2021-12-07,11165.1494751979,9997.6421286343,7048.8087654004,12773.6251874626
2021-12-08,11154.4520124696,9988.0632686039,7042.0552177463,12761.3866249919
2021-12-09,10897.7726215686,9758.2240982708,6880.0077731957,12467.7294428825
2021-12-10,10867.3875626773,9731.0163169932,6860.8250054302,12432.9670463344
2021-12-11,11034.8531461114,9880.9705093447,6966.5497765168,12624.5580858757
2021-12-12,11082.7553450368,9923.8637140523,6996.7915068597,12679.3611797427
2021-12-13,10843.1357596915,9709.3004548129,6845.5142993941,12405.2214758744
2021-12-14,10932.2072260138,9789.0579758511,6901.7471097075,12507.1247713229
2021-12-15,10959.9436358938,9813.8940696741,6919.2577260694,12538.8569487237
2021-12-16,10894.9470677403,9755.6940044236,6878.2239378215,12464.4968336256
2021-12-17,10814.2210963057,9683.4093140410,6827.2598252221,12372.1413032056
2021-12-18,10852.9813335957,9718.1165055665,6851.7300305664,12416.4854245646
2021-12-19,10844.6321981956,9710.6404150763,6846.4590345155,12406.9334945635
2021-12-20,10857.3542052135,9722.0321186630,6854.4907222937,12421.4882615766
2021-12-21,10991.8978187665,9842.5068961825,6939.4311169250,12575.4145206662
2021-12-22,10971.8889241622,9824.5902737416,6926.7990539163,12552.5231011954
2021-12-23,11121.7967130828,9958.8226393048,7021.4391963427,12724.0269321657
2021-12-24,11120.5829507430,9957.7357965778,7020.6729210108,12722.6383125838
2021-12-25,11088.3477479064,9928.8713355494,7000.3221159621,12685.7592363305
2021-12-26,11117.0640989614,9954.5849009366,7018.4513911211,12718.6125273628
2021-12-27,11109.9620562900,9948.2254982999,7013.9677126226,12710.4873489806
2021-12-28,10822.8948770364,9691.1761026399,6832.7357771365,12382.0646476498
2021-12-29,10741.3324640079,9618.1424349385,6781.2436002373,12288.7521760410
2021-12-30,10791.4185279784,9662.9911442480,6812.8640534632,12346.0537473004
2021-12-31,10723.0677432894,9601.7876031713,6769.7126732413,12267.8561999388
2022-01-01,10838.4132919344,9705.0718018330,6842.5328997994,12399.8186791431
2022-01-02,10805.6841802107,9675.7650785393,6821.8702790155,12362.3745404143
2022-01-03,10742.3005150448,9619.0092596820,6781.8547525242,12289.8596866154
2022-01-04,10703.0868438665,9583.8960485367,6757.0982842172,12244.9968086961
2022-01-05,10550.7591281367,9447.4968009027,6660.9303878325,12070.7244309982
2022-01-06,10526.2234325949,9425.5267319888,6645.4404540718,12042.6540698033
2022-01-07,10424.7563021803,9334.6697255548,6581.3819835734,11926.5693639386
2022-01-08,10432.5384683094,9341.6381331088,6586.2950392335,11935.4726458427
2022-01-09,10445.2166275858,9352.9905739854,6594.2990449510,11949.9772483135
2022-01-10,10442.3368228971,9350.4119021331,6592.4809597944,11946.6825726991
2022-01-11,10504.3666542486,9405.9554536574,6631.6417806968,12017.6485564403
2022-01-12,10583.3945564119,9476.7196369547,6681.5338641586,12108.0613900372
2022-01-13,10471.2422246118,9376.2947496999,6610.7295868662,11979.7521494402
2022-01-14,10513.7152673552,9414.3265093648,6637.5437693944,12028.3439510798
2022-01-15,10515.7669156434,9416.1636227330,6638.8390208794,12030.6911642818
2022-01-16,10514.7022736914,9415.2103073068,6638.1668885860,12029.4731476951
2022-01-17,10441.3484421059,9349.5268734589,6591.8569728787,11945.5518036218
2022-01-18,10454.2084779884,9361.0421726316,6599.9758013685,11960.2644842381
2022-01-19,10377.7643114321,9292.5915511912,6551.7148880253,11872.8076048180
2022-01-20,10269.3684003511,9195.5302866195,6483.2821232103,11748.7959430774
2022-01-21,9883.5708542330,8850.0744726367,6239.7194973101,11307.4195635401
2022-01-22,9804.7457990484,8779.4919251969,6189.9554756861,11217.2387994988
2022-01-23,9873.4751600076,8841.0344559195,6233.3458595807,11295.8694616513
2022-01-24,9897.2121139733,8862.2893053508,6248.3315299069,11323.0260128219
2022-01-25,9914.0699563502,8877.3843719703,6258.9742631166,11342.3124326293
2022-01-26,9902.7221630826,8867.2231845817,6251.8101472371,11329.3298515875
2022-01-27,9928.7423316858,8890.5224995080,6268.2372620675,11359.0985422612
2022-01-28,9969.7395885150,8927.2327919178,6294.1197479166,11406.0019530586
2022-01-29,10002.5595356932,8956.6208522656,6314.8397151561,11443.5500131951
2022-01-30,9981.9582098188,8938.1737473768,6301.8336370266,11419.9808155172
2022-01-31,10024.4738641573,8976.2436628656,6328.6747212085,11468.6213674709
2022-02-01,10040.8353159689,8990.8942450437,6339.0040719440,11487.3398856088
2022-02-02,9912.1679783680,8875.6812783176,6257.7735018459,11340.1364515631
2022-02-03,9942.9288227332,8903.2255502704,6277.1935113920,11375.3287700577
2022-02-04,10256.1509813504,9183.6949748463,6474.9376707589,11733.6743939539
2022-02-05,10240.1745378413,9169.3891417675,6464.8513843821,11715.3963492517
2022-02-06,10322.1422037192,9242.7856862013,6516.5994064756,11809.1724553166
2022-02-07,10440.0632944472,9348.3761099691,6591.0456303972,11944.0815147969
2022-02-08,10460.5790529212,9366.7465949927,6603.9976879116,11967.5528180486
2022-02-09,10494.6916143752,9397.2921046848,6625.5337114751,12006.5797092842
2022-02-10,10404.3123512814,9316.3635393961,6568.4752597884,11903.1802130174
2022-02-11,10287.4358554271,9211.7084802412,6494.6885119909,11769.4662350197
2022-02-12,10270.9533945115,9196.9495425307,6484.2827654996,11750.6092749432
2022-02-13,10253.5517224995,9181.3675129660,6473.2967004689,11730.7006802208
2022-02-14,10304.7725649198,9227.2323402290,6505.6335647290,11789.3005085810
2022-02-15,10516.7657774090,9417.0580364165,6639.4696246688,12031.8339242454
2022-02-16,10447.7293692180,9355.2405655019,6595.8853949844,11952.8519809692
2022-02-17,10099.4252895509,9043.3576347637,6375.9932336447,11554.3704581902
2022-02-18,10057.4796905760,9005.7981655999,6349.5120381729,11506.3820850153
2022-02-19,10065.5438382608,9013.0190687150,6354.6031151005,11515.6079713513
2022-02-20,9935.4755751879,8896.5516672365,6272.4881093959,11366.8017914638
2022-02-21,9826.2647846516,8798.7607327941,6203.5408929418,11241.8578569615
2022-02-22,9925.5771171759,8887.6882623130,6266.2389913026,11355.4773400661
2022-02-23,9847.6845212971,8817.9406696098,6217.0636521090,11266.3633674458
2022-02-24,9934.8379889846,8895.9807515760,6272.0855869551,11366.0723532056
2022-02-25,9991.3613418598,8946.5936211315,6307.7700447477,11430.7385832073
2022-02-26,9984.9468594898,8940.8498826067,6303.7204384567,11423.4000165586
2022-02-27,9896.0112399991,8861.2140032904,6247.5733912887,11321.6521383316
2022-02-28,10248.3168336326,9176.6800212678,6469.9917979584,11724.7116418804
2022-03-01,10342.0470457739,9260.6091365664,6529.1657787808,11831.9448322011
2022-03-02,10303.4124568893,9226.0144547564,6504.7748980870,11787.7444604300
2022-03-03,10197.2952017375,9130.9935736623,6437.7806997616,11666.3397227467
2022-03-04,9947.8772276034,8907.6565147737,6280.3175501432,11380.9900528939
2022-03-05,9963.6015441985,8921.7365851199,6290.2446631561,11398.9796487306
2022-03-06,9901.0758766800,8865.7490455806,6250.7708097835,11327.4463975859
2022-03-07,9872.8551857197,8840.4793105475,6232.9544559363,11295.1601725193
2022-03-08,9921.6892995469,8884.2069825145,6263.7845250152,11351.0294349754
2022-03-09,10129.8202518303,9070.5742838608,6395.1822536408,11589.1441848302
2022-03-10,9915.3305059524,8878.5131095511,6259.7700762945,11343.7545797483
2022-03-11,9854.0909108606,8823.6771615694,6221.1081492302,11273.6926754207
2022-03-12,9859.5245080401,8828.5425832275,6224.5385007460,11279.9090484254
2022-03-13,9783.6610853587,8760.6119789568,6176.6442240095,11193.1165761057
2022-03-14,9925.8618010887,8887.9431776535,6266.4187186287,11355.8030361625
2022-03-15,9897.4984779086,8862.5457250387,6248.5123178687,11323.3536309684
2022-03-16,10031.4403606479,8982.4816929931,6333.0728263692,11476.5914725947
2022-03-17,10013.7479279000,8966.6393067006,6321.9031975781,11456.3502295125
2022-03-18,10088.1703071167,9033.2795532484,6368.8877113216,11541.4940585123
2022-03-19,10126.9881643278,9068.0383395467,6393.3942934118,11585.9041006436
2022-03-20,9888.3378061047,8854.3429581562,6249.0956056059,11324.4106462996
2022-03-21,9864.6470615745,8833.1294861735,6234.1238550003,11297.2793200001
2022-03-22,9971.7864259928,8929.0655975282,6301.8323156640,11419.9784209863
2022-03-23,10018.9327411309,8971.2819590271,6331.6271948972,11473.9717456029
2022-03-24,10155.8890792889,9093.9171695269,6493.3912459397,11760.0605604713
2022-03-25,9989.3300985167,9081.2780741480,6540.8760069324,11786.7662230718
2022-03-26,10106.6090823376,9131.6256429622,6570.1181766565,11894.5382236763
2022-03-27,10562.4623418736,9539.0208897517,6912.0453572345,12488.9333107120
2022-03-28,10676.0216846537,9426.3751203564,6955.5078622836,12553.3543166374
2022-03-29,11138.8517519140,9841.0712555973,7001.6479351424,12719.9164300779
2022-03-30,11099.2916814339,9739.2055580968,6947.5046799987,12934.2521881829
2022-03-31,10885.1081341679,9548.3057672411,6717.5866260347,12739.3719862403
2022-04-01,11040.6715990232,9685.0568790027,6831.7079905404,13473.1066790445
2022-04-02,11218.7035069961,9842.0482749377,6761.9657626217,13346.3680540029
2022-04-03,11284.1199893122,9899.0929451155,6849.9904353540,13663.7525283876
2022-04-04,11317.9166131160,9898.6930102509,6875.5498422968,13513.0580218387
2022-04-05,11011.0595242797,9634.7693319438,6715.6987488413,13075.4543972260
2022-04-06,10291.7429556612,9005.4872167321,6372.2084236600,12057.8518122287
2022-04-07,10319.1691623290,9029.4857128678,6389.1895614431,12088.3235872813
2022-04-08,10188.1523503663,8914.8433019184,6308.0695377088,11934.8447951939
2022-04-09,10237.0568197781,8957.6357206591,6338.3491000029,11992.1336177546
2022-04-10,10159.4687756546,8889.7445828279,6290.3098912441,11901.2436081894
2022-04-11,9862.7193765344,8630.0827420821,6106.5753159699,11553.6184549948
2022-04-12,9899.9545370730,8662.6642750340,6129.6297397601,11597.2373415867
2022-04-13,9974.3977527710,8727.8036231726,6175.7218048456,11684.4433623505
2022-04-14,9851.3031848011,8620.0933390081,6099.5068968068,11540.2450314530
2022-04-15,9897.5552884806,8660.5648830631,6128.1442273298,11594.4267574307
2022-04-16,9880.2019058149,8645.3803155475,6117.3997526885,11574.0982501936
2022-04-17,9819.9737789652,8592.6794631487,6080.1090645216,11503.5444027895
2022-04-18,9917.2198033576,8677.7717388999,6140.3196564953,11617.4626254623
2022-04-19,9976.0749181637,8729.2711774604,6176.7602341466,11686.4080668395
2022-04-20,9961.9476415972,8716.9095192773,6168.0132268488,11669.8587606060
2022-04-21,9872.2793680759,8638.4479317288,6112.4944551180,11564.8174448967
2022-04-22,9792.5886079764,8568.7168740780,6063.1533342814,11471.4642223799
2022-04-23,9764.6160118180,8544.2402758761,6045.8338954225,11438.6959065766
2022-04-24,9765.0750462145,8544.6419404345,6046.1181099487,11439.2336394342
2022-04-25,9852.4161354183,8621.0671937380,6100.1959883755,11541.5487902136
2022-04-26,9648.5705233362,8442.6980815574,5973.9834768474,11302.7551739900
2022-04-27,9736.2102640326,8519.3846610725,6028.2462675447,11405.4201781175
2022-04-28,9784.0293205043,8561.2273211183,6057.8537884256,11461.4375007503
2022-04-29,9657.7898239689,8450.7651596367,5979.6916747110,11313.5550637431
2022-04-30,9585.2374203580,8387.2803110472,5934.7703198503,11228.5640224986
2022-05-01,9648.6817696966,8442.7954244156,5974.0523558505,11302.8854928151
2022-05-02,9652.9192919779,8446.5033437545,5976.6760489696,11307.8495107258
2022-05-03,9593.5906191672,8394.5895321791,5939.9422643932,11238.3493229047
2022-05-04,9741.8826836997,8524.3481451996,6031.7583879446,11412.0650972365
2022-05-05,9463.2070081514,8280.5011851097,5859.2142916872,11085.6122899475
2022-05-06,9422.7197206739,8245.0739740542,5834.1462895590,11038.1837204086
2022-05-07,9381.9918834337,8209.4362769983,5808.9293492742,10990.4733604150
2022-05-08,9272.9402489609,8114.0138490927,5741.4092269008,10862.7255326110
2022-05-09,9065.7491456258,7932.7173631095,5613.1253298324,10620.0128624221
2022-05-10,9120.0662272954,7980.2459291389,5646.7561508561,10683.6422544023
2022-05-11,9012.3173671473,7885.9634556199,5580.0426507975,10557.4205531062
2022-05-12,9007.9169418553,7882.1129927890,5577.3180950799,10552.2657035233
2022-05-13,9023.2096871081,7895.4944600951,5586.7867108956,10570.1802904679
2022-05-14,9070.4020450382,7936.7887459996,5616.0062067604,10625.4634711709
2022-05-15,9142.1302626028,7999.5524148106,5660.4172607625,10709.4890250328
2022-05-16,9060.8108633661,7928.3962643457,5610.0677560133,10614.2279437933
2022-05-17,9093.9784132226,7957.4185541105,5630.6036887021,10653.0818543123
2022-05-18,8995.0202291388,7870.8281033387,5569.3330004498,10537.1579333069
2022-05-19,9091.2552333602,7955.0357156014,5628.9176118410,10649.8918029772
2022-05-20,9027.0312069836,7898.8383687542,5589.1528330623,10574.6569850663
2022-05-21,9041.4819598333,7911.4830753526,5598.1001230824,10591.5852254876
2022-05-22,9091.4092584472,7955.1704907272,5629.0129776075,10650.0722346633
2022-05-23,9023.3038788358,7895.5768797982,5586.8450303972,10570.2906307545
2022-05-24,9055.6885634153,7923.9141463094,5606.8962462860,10608.2274588374
2022-05-25,9049.1123408665,7918.1598160319,5602.8245296776,10600.5237857120
2022-05-26,9029.1170347391,7900.6635110327,5590.4442886740,10577.1004144219
2022-05-27,8995.2668399353,7871.0438928687,5569.4856913401,10537.4468239202
2022-05-28,9019.4313684698,7892.1883534089,5584.4473370929,10565.7542036776
2022-05-29,9045.4227651285,7914.9313612126,5600.5401016950,10596.2016562150
2022-05-30,9178.6595760370,8031.5163169975,5683.0346541212,10752.2810516260
2022-05-31,9182.3614573997,8034.7555394920,5685.3267012220,10756.6175964670
2022-06-01,9072.0130004090,7938.1983651536,5617.0036416388,10627.3506143605
2022-06-02,9109.7207254018,7971.1934017434,5640.3506571902,10671.5230835082
2022-06-03,9066.6085885268,7933.4693933624,5613.6574602321,10621.0196512176
2022-06-04,9076.1881001587,7941.8516634906,5619.5886853879,10632.2415078025
2022-06-05,9079.3997079571,7944.6618865109,5621.5771760016,10636.0037248658
2022-06-06,9163.9087451224,8018.6090359072,5673.9015685579,10735.0012867077
2022-06-07,9150.0464023491,8006.4792002538,5665.3185969687,10718.7623354428
2022-06-08,9098.2110538767,7961.1222019248,5633.2243593258,10658.0401536724
2022-06-09,9092.7391733062,7956.3341936407,5629.8364041840,10651.6301547737
2022-06-10,9033.8522740950,7904.8069430706,5593.3761469843,10582.6474797619
2022-06-11,8994.1688803125,7870.0831555679,5568.8058815560,10536.1606262625
2022-06-12,8882.0338322770,7771.9626772406,5499.3766409737,10404.8007536986
2022-06-13,8620.3789694917,7543.0092791465,5337.3711062537,10098.2868667976
2022-06-14,8594.6063461017,7520.4577024622,5321.4137967316,10068.0956947826
2022-06-15,8627.8716884720,7549.5655626921,5342.0102783753,10107.0641637057
2022-06-16,8468.1701386985,7409.8234149166,5243.1298880350,9919.9828221089
2022-06-17,8473.5367468186,7414.5193076367,5246.4526629640,9926.2695002805
2022-06-18,8354.7537372452,7310.5817259379,5172.9072880502,9787.1219164192
2022-06-19,8489.9931388125,7428.9189898259,5256.6417592268,9945.5472336302
2022-06-20,8489.9844442871,7428.9113819370,5256.6363759474,9945.5370484850
2022-06-21,8501.8114211582,7439.2602304736,5263.9591357529,9959.3916836042
2022-06-22,8444.0134059951,7388.6857758893,5228.1730691284,9891.6845747272
2022-06-23,8534.8145718604,7468.1386675897,5284.3932794949,9998.0530098032
2022-06-24,8544.6928734985,7476.7823851319,5290.5095026829,10009.6248819972
2022-06-25,8564.2286975087,7493.8766338077,5302.6052519507,10032.5099959500
2022-06-26,8529.6422772216,7463.6128031709,5281.1908151884,9991.9939588952
2022-06-27,8506.6933866844,7443.5320509347,5266.9818406518,9965.1106303618
2022-06-28,8470.4592244089,7411.8264120952,5244.5471923059,9922.6643566735
2022-06-29,8457.7972330354,7400.7469086580,5236.7074271235,9907.8315492474
2022-06-30,8443.2417258542,7388.0105398604,5227.6952776877,9890.7805950460
2022-07-01,8389.5227890610,7341.0053629267,5194.4348024681,9827.8518959904
2022-07-02,8387.2732050903,7339.0369305845,5193.0419559902,9825.2166354818
2022-07-03,8392.5317992450,7343.6383088586,5196.2978532773,9831.3767813963
2022-07-04,8469.1703445066,7410.6986156147,5243.7491728251,9921.1545066963
2022-07-05,8464.2901155851,7406.4283147184,5240.7275431578,9915.4375942729
2022-07-06,8495.5232748098,7433.7579728092,5260.0657836450,9952.0254754697
2022-07-07,8579.4373371091,7507.1845069343,5312.0217931325,10050.3260578752
2022-07-08,8577.1400999647,7505.1743770829,5310.5994418412,10047.6349743663
2022-07-09,8576.9179522932,7504.9799932916,5310.4618974749,10047.3747409217
2022-07-10,8521.4236576439,7456.4213416406,5276.1021963676,9982.3663104545
2022-07-11,8451.0997366489,7394.8864612729,5232.5606229257,9899.9858106738
2022-07-12,8399.6223245894,7349.8426646828,5200.6880042480,9839.6829311859
2022-07-13,8475.0457577841,7415.8397233349,5247.3869782134,9928.0372213597
2022-07-14,8503.4427720431,7440.6876961228,5264.9691986641,9961.3027189861
2022-07-15,8522.5239336009,7457.3841057814,5276.7834403271,9983.6552215668
2022-07-16,8551.1724004230,7482.4521047450,5294.5213494835,10017.2152816624
2022-07-17,8520.4598337637,7455.5779758793,5275.5054377160,9981.2372452398
2022-07-18,8648.7124925474,7567.8016958230,5354.9140156585,10131.4779880669
2022-07-19,8719.9046049694,7630.0962615841,5398.9931362144,10214.8755250470
2022-07-20,8707.5316941320,7619.2697095744,5391.3323573743,10200.3813591344
2022-07-21,8702.4246877491,7614.8009737252,5388.1703167721,10194.3987897291
2022-07-22,8668.7762948966,7585.3579364280,5367.3366666021,10154.9815988104
2022-07-23,8651.6660172871,7570.3860908474,5356.7427122463,10134.9378754100
2022-07-24,8661.1589855894,7578.6926337784,5362.6203534624,10146.0583513745
2022-07-25,8567.9389761460,7497.1232040906,5304.9024982858,10036.8563777238
2022-07-26,8563.6087832067,7493.3341960160,5302.2214274466,10031.7838013737
2022-07-27,8694.6320598893,7607.9822637284,5383.3454538597,10185.2701665150
2022-07-28,8759.2437227878,7664.5188005221,5423.3502406448,10260.9590787078
2022-07-29,8754.3757052397,7660.2591848293,5420.3361717392,10255.2564712183
2022-07-30,8745.1894931597,7652.2210599157,5414.6484608967,10244.4953428351
2022-07-31,8720.3795593908,7630.5118564925,5399.2872077413,10215.4319073143
2022-08-01,8718.5646258320,7628.9237522196,5398.1634782659,10213.3058152033
2022-08-02,8698.4528940429,7611.3255723668,5385.7111514567,10189.7460578292
2022-08-03,8686.1735812372,7600.5809205640,5378.1083245269,10175.3615367219
2022-08-04,8671.9269950617,7588.1148640138,5369.2874458063,10158.6724660230
2022-08-05,8722.5475461466,7632.4088895898,5400.6295327029,10217.9715812963
2022-08-06,8696.8756301555,7609.9454339552,5384.7345769082,10187.8983823086
2022-08-07,8712.8544009425,7623.9271877437,5394.6279504842,10206.6166094024
2022-08-08,8758.6271985584,7663.9793291137,5422.9685151290,10260.2368554098
2022-08-09,8712.1202257169,7623.2847692887,5394.1733804880,10205.7565646103
2022-08-10,8770.0829054132,7674.0033087336,5430.0614003705,10273.6565686836
2022-08-11,8768.7041956495,7672.7969092727,5429.2077620696,10272.0414880996
2022-08-12,8801.6362593654,7701.6131438107,5449.5978917807,10310.6195399111
2022-08-13,8805.4324207255,7704.9348632462,5451.9483130359,10315.0665284417
2022-08-14,8789.6821004221,7691.1530083394,5442.1963862588,10296.6159181807
2022-08-15,8765.2456034288,7669.7705697921,5427.0663492324,10267.9899427415
2022-08-16,8732.1153651839,7640.7809284566,5406.5535183026,10229.1797406672
2022-08-17,8661.5300160031,7579.0172930379,5362.8500796747,10146.4929925389
