date,strategy,symbol,weight
2021-05-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2966676402
2021-05-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,THETAUSDT,0.2033323598
2021-05-20,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3692474519
2021-05-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2531674747
2021-05-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,FTTUSDT,0.2468325253
2021-05-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2531674747
2021-05-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,FTTUSDT,0.2468325253
2021-05-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2556973032
2021-05-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2443026968
2021-05-24,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3836702918
2021-05-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2605207831
2021-05-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2394792169
2021-05-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2605207831
2021-05-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2394792169
2021-05-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2605207831
2021-05-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2394792169
2021-05-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2605207831
2021-05-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-05-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2394792169
2021-05-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3776744453
2021-05-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3776744453
2021-05-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3776744453
2021-06-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2681775018
2021-06-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-06-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2318224982
2021-06-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2681775018
2021-06-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-06-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2318224982
2021-06-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2681775018
2021-06-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-06-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2318224982
2021-06-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ADAUSDT,0.2681775018
2021-06-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-06-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.2318224982
2021-06-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3790020588
2021-06-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3790020588
2021-06-07,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3790020588
2021-06-08,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3790020588
2021-06-09,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3209983527
2021-06-10,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3209983527
2021-06-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3209983527
2021-06-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3209983527
2021-06-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3209983527
2021-06-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3808118482
2021-06-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-06-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,DOGEUSDT,0.2293958226
2021-06-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,TFUELUSDT,0.2706041774
2021-06-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-06-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,DOGEUSDT,0.2293958226
2021-06-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,TFUELUSDT,0.2706041774
2021-06-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3687075051
2021-06-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3687075051
2021-06-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3687075051
2021-06-20,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3687075051
2021-06-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3687075051
2021-06-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2818239047
2021-06-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2818239047
2021-06-24,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2818239047
2021-06-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-06-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-06-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-06-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-06-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-06-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-07-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-07-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-07-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-07-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-07-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406777548
2021-07-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2860684573
2021-07-07,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2860684573
2021-07-08,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2860684573
2021-07-09,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2860684573
2021-07-10,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2860684573
2021-07-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2860684573
2021-07-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406685302
2021-07-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406685302
2021-07-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406685302
2021-07-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406685302
2021-07-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406685302
2021-07-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3406685302
2021-07-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2657909018
2021-07-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2657909018
2021-07-20,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2657909018
2021-07-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.2657909018
2021-07-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3972394776
2021-07-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3972394776
2021-07-24,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3972394776
2021-07-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.3972394776
2021-07-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.4839673580
2021-07-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2519877095
2021-07-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-07-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2480122905
2021-07-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2262625494
2021-07-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-07-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2737374506
2021-07-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2262625494
2021-07-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-07-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2737374506
2021-07-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2262625494
2021-07-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-07-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2737374506
2021-07-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2662556059
2021-07-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-07-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2337443941
2021-08-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2662556059
2021-08-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2337443941
2021-08-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2662556059
2021-08-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2337443941
2021-08-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2274213487
2021-08-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2725786513
2021-08-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1911081916
2021-08-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3088918084
2021-08-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1911081916
2021-08-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3088918084
2021-08-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1911081916
2021-08-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3088918084
2021-08-07,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-07,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-07,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-08,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-08,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-08,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-09,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-09,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-09,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-10,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-10,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-10,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-11,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-12,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-13,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-14,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-15,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-16,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2198051476
2021-08-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-17,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2801948524
2021-08-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1813186924
2021-08-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-18,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3186813076
2021-08-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1813186924
2021-08-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-19,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3186813076
2021-08-20,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1813186924
2021-08-20,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-20,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3186813076
2021-08-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1813186924
2021-08-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-21,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3186813076
2021-08-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1560147988
2021-08-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-22,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3439852012
2021-08-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-23,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-24,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-24,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-24,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-25,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-26,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-27,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-28,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-29,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-30,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-08-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1896026004
2021-08-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-08-31,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.3103973996
2021-09-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2310056240
2021-09-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-09-01,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2689943760
2021-09-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2310056240
2021-09-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-09-02,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2689943760
2021-09-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.2310056240
2021-09-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-09-03,PIT_ALPHA_0018_ELIGIBILITY_EXIT,KAVAUSDT,0.2689943760
2021-09-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1994753614
2021-09-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-09-04,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.3005246386
2021-09-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1994753614
2021-09-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-09-05,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.3005246386
2021-09-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1994753614
2021-09-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,BTCUSDT,0.5000000000
2021-09-06,PIT_ALPHA_0018_ELIGIBILITY_EXIT,ETHUSDT,0.3005246386
2021-09-07,PIT_ALPHA_0018_ELIGIBILITY_EXIT,AXSUSDT,0.1994753614
