date,comp_20,weighted_20,comp_60,weighted_60,comp_120,weighted_120,comp_240,weighted_240,aggregate_from_components,short_weighted,long_weighted,long_minus_short,mask20,mask20_60,existing_btc_trend,btc_drawdown_252,btc_fwd_1d,btc_fwd_5d,btc_fwd_10d
2026-03-31,-0.2714045564339222,-0.040710683465088326,-0.6420425810238223,-0.16051064525595557,-0.6370678659167441,-0.19112035977502323,-0.8735805997198505,-0.2620741799159551,-0.6544158684120223,-0.2012213287210439,-0.45319453969097834,-0.2519732109699344,False,False,-0.6544158684120223,-0.4522278216959704,-0.0024977857340350296,0.010979068742999809,0.0685107362610069
2026-04-01,-0.3404771525402775,-0.051071572881041624,-0.4934576808448599,-0.12336442021121498,-0.7440963208876293,-0.2232288962662888,-0.8796761453892163,-0.2639028436167649,-0.6615677329753102,-0.1744359930922566,-0.4871317398830537,-0.3126957467907971,False,False,-0.6615677329753102,-0.4535960392284395,-0.01779269200774225,0.010860335156162026,0.0723675865373774
2026-04-02,-0.5272606689227867,-0.079089100338418,-0.4802355722467149,-0.12005889306167873,-0.7995760346438953,-0.23987281039316857,-0.8851787095033562,-0.26555361285100687,-0.7045744166442722,-0.19914799340009673,-0.5054264232441754,-0.3062784298440787,False,False,-0.7045744166442722,-0.4633180366142584,0.0009313624303253221,0.07506846956271396,0.05738229909155157
2026-04-03,-0.5496481122834693,-0.08244721684252039,-0.5423074529303026,-0.13557686323257565,-0.7807191706883725,-0.23421575120651172,-0.888950890719911,-0.2666852672159733,-0.718925098497581,-0.21802408007509605,-0.500901018422485,-0.282876938347389,False,False,-0.718925098497581,-0.4628181911965277,0.0050193909291964545,0.06131072825371109,0.1113084135875384
2026-04-04,-0.6736346163572857,-0.10104519245359285,-0.42071052976970635,-0.10517763244242659,-0.7328117966072198,-0.21984353898216594,-0.8980862586826984,-0.2694258776048095,-0.6954922414829949,-0.20622282489601945,-0.4892694165869754,-0.283046591690956,False,False,-0.6954922414829949,-0.4601218656980901,0.025761503420038023,0.06667937584936334,0.1015020411462515
2026-04-05,-0.6920879698779554,-0.10381319548169331,-0.2170850073613947,-0.05427125184034867,-0.687828455997888,-0.2063485367993664,-0.8796120155817722,-0.26388360467453165,-0.62831658879594,-0.15808444732204197,-0.470232141473898,-0.31214769415185606,False,False,-0.62831658879594,-0.44621379329486777,-0.0026149365430282456,0.05690688293827795,0.0836659463471574
2026-04-06,-0.6326076883720629,-0.09489115325580944,0.39709124573960947,0.09927281143490237,-0.714318217099323,-0.21429546512979689,-0.8800824024060829,-0.26402472072182487,-0.4739385276725288,0.0043816581790929315,-0.4783201858516217,-0.48270184403071464,False,False,-0.4739385276725288,-0.447661909083806,0.04459545069935267,0.06084643866426265,0.09150755384681064
2026-04-07,0.09498552467397475,0.014247828701096213,0.10081294891814191,0.025203237229535477,-0.6366856306245074,-0.19100568918735222,-0.8663887605091148,-0.2599166281527344,-0.41147125140945495,0.03945106593063169,-0.45092231734008664,-0.49037338327071833,False,False,-0.41147125140945495,-0.4230301429809782,-0.011877640105099618,-0.016451203780868284,0.07157227426310642
2026-04-08,0.16314361136381728,0.02447154170457259,0.13563337663160385,0.03390834415790096,-0.6995282474571427,-0.2098584742371428,-0.8706680547388174,-0.2612004164216452,-0.4126790047963145,0.05837988586247356,-0.47105889065878803,-0.5294387765212616,False,False,-0.4126790047963145,-0.429883183294141,0.010103288409036182,0.047109375230846684,0.06503214509990385
2026-04-09,0.1804677326223816,0.027070159893357242,0.1100790323824526,0.02751975809561315,-0.6693633180043579,-0.20080899540130737,-0.8720294428411342,-0.2616088328523402,-0.4078279102646772,0.05458991798897039,-0.4624178282536476,-0.5170077462426179,False,False,-0.4078279102646772,-0.4241231286681201,0.01636388380950171,0.0326458597450241,0.028052332445115624
